date,time,sport,teams,comp,channel
15 Jun,2:25PM,Am. Football,Raiders Tirol - Madrid Bravos,European League of Football,dazn-cz
15 Jun,2:25PM,Am. Football,Munich Ravens - Helvetic Mercenaries,European League of Football,dazn-cz
15 Jun,4:00PM,Football,Bayern Munich - Auckland City,FIFA Club World Cup 2025,dazn-cz
15 Jun,7:00PM,Football,Paris Saint Germain - Atletico Madrid,FIFA Club World Cup 2025,dazn-cz
15 Jun,10:00PM,Football,Palmeiras - FC Porto,FIFA Club World Cup 2025,dazn-cz
16 Jun,2:00AM,Football,Botafogo RJ - Seattle Sounders,FIFA Club World Cup 2025,dazn-cz
16 Jun,7:00PM,Football,Chelsea - Los Angeles FC,FIFA Club World Cup 2025,dazn-cz
16 Jun,10:00PM,Football,Boca Juniors - Benfica,FIFA Club World Cup 2025,dazn-cz
17 Jun,1:00AM,Football,Flamengo RJ - Esperance Tunis,FIFA Club World Cup 2025,dazn-cz
17 Jun,4:00PM,Football,Fluminense - Dortmund,FIFA Club World Cup 2025,dazn-cz
17 Jun,7:00PM,Football,River Plate - Urawa,FIFA Club World Cup 2025,dazn-cz
17 Jun,10:00PM,Football,Ulsan Hyundai - Mamelodi Sundowns,FIFA Club World Cup 2025,dazn-cz
18 Jun,1:00AM,Football,Monterrey - Inter,FIFA Club World Cup 2025,dazn-cz
18 Jun,2:30PM,Basketball,Turkey W - France W,Eurobasket Women,dazn-cz
18 Jun,3:30PM,Basketball,Slovenia W - Lithuania W,Eurobasket Women,dazn-cz
15 Jun,11:00AM,Darts,Northern Ireland - Ireland,PDC World Cup of Darts,dazn-de
15 Jun,11:00AM,Am. Football,Berlin Thunder - Fehervar Enthroners,European League of Football,dazn-de
15 Jun,11:00AM,Am. Football,Nordic Storm - Frankfurt Galaxy,European League of Football,dazn-de
15 Jun,12:10PM,Darts,Germany - Australia,PDC World Cup of Darts,dazn-de
15 Jun,1:00PM,Handball,Nantes - Barcelona,Champions League,dazn-de
15 Jun,1:10PM,Darts,Wales - Hong Kong,PDC World Cup of Darts,dazn-de
15 Jun,2:10PM,Darts,Netherlands - Czech Republic,PDC World Cup of Darts,dazn-de
15 Jun,2:25PM,Am. Football,Raiders Tirol - Madrid Bravos,European League of Football,dazn-de
15 Jun,2:25PM,Am. Football,Munich Ravens - Helvetic Mercenaries,European League of Football,dazn-de
15 Jun,3:30PM,Football,Bayern Munich - Auckland City,FIFA Club World Cup 2025,dazn-de
15 Jun,4:00PM,Handball,Fuchse Berlin - SC Magdeburg,Champions League,dazn-de
15 Jun,5:00PM,Darts,World Cup of Darts | Halbfinale & Finale,Kommentator: Adrian Geiler / Experte: Max Hopp,dazn-de
15 Jun,5:00PM,Football,Mirandes - Real Oviedo,LaLiga 1 2 3,dazn-de
15 Jun,6:35PM,Football,Paris Saint Germain - Atletico Madrid,FIFA Club World Cup 2025,dazn-de
15 Jun,10:00PM,Football,Palmeiras - FC Porto,FIFA Club World Cup 2025,dazn-de
16 Jun,2:00AM,Football,Botafogo RJ - Seattle Sounders,FIFA Club World Cup 2025,dazn-de
16 Jun,9:30AM,Tennis,ATP Halle | Tag 1,ATP Halle | Tag 1,dazn-de
16 Jun,2:00PM,Tennis,WTA Berlin | Tag 1,WTA Berlin | Tag 1,dazn-de
16 Jun,6:30PM,Football,Chelsea - Los Angeles FC,FIFA Club World Cup 2025,dazn-de
16 Jun,10:00PM,Football,Boca Juniors - Benfica,FIFA Club World Cup 2025,dazn-de
15 Jun,8:35AM,Motorsport,Rally Poland: Stage 11,Watch the latest European Rally Championship action from the Rally Poland.,dazn-gr
15 Jun,10:40AM,Motorsport,Rally Poland: Stage 12,Watch the latest European Rally Championship action from the Rally Poland,dazn-gr
15 Jun,11:00AM,Am. Football,Berlin Thunder - Fehervar Enthroners,European League of Football,dazn-gr
15 Jun,11:00AM,Am. Football,Nordic Storm - Frankfurt Galaxy,European League of Football,dazn-gr
15 Jun,2:05PM,Motorsport,Rally Poland: Stage 14,Watch the latest European Rally Championship action from the Rally Poland.,dazn-gr
15 Jun,2:25PM,Am. Football,Raiders Tirol - Madrid Bravos,European League of Football,dazn-gr
15 Jun,2:25PM,Am. Football,Munich Ravens - Helvetic Mercenaries,European League of Football,dazn-gr
15 Jun,4:00PM,Football,Bayern Munich - Auckland City,FIFA Club World Cup 2025,dazn-gr
15 Jun,7:00PM,Football,Paris Saint Germain - Atletico Madrid,FIFA Club World Cup 2025,dazn-gr
15 Jun,10:00PM,Football,Palmeiras - FC Porto,FIFA Club World Cup 2025,dazn-gr
16 Jun,2:00AM,Football,Botafogo RJ - Seattle Sounders,FIFA Club World Cup 2025,dazn-gr
16 Jun,7:00PM,Football,Chelsea - Los Angeles FC,FIFA Club World Cup 2025,dazn-gr
16 Jun,10:00PM,Football,Boca Juniors - Benfica,FIFA Club World Cup 2025,dazn-gr
17 Jun,1:00AM,Football,Flamengo RJ - Esperance Tunis,FIFA Club World Cup 2025,dazn-gr
17 Jun,4:00PM,Football,Fluminense - Dortmund,FIFA Club World Cup 2025,dazn-gr
17 Jun,7:00PM,Football,River Plate - Urawa,FIFA Club World Cup 2025,dazn-gr
17 Jun,10:00PM,Football,Ulsan Hyundai - Mamelodi Sundowns,FIFA Club World Cup 2025,dazn-gr
18 Jun,1:00AM,Football,Monterrey - Inter,FIFA Club World Cup 2025,dazn-gr
18 Jun,2:30PM,Basketball,Turkey W - France W,Eurobasket Women,dazn-gr
18 Jun,3:30PM,Basketball,Slovenia W - Lithuania W,Eurobasket Women,dazn-gr
15 Jun,8:35AM,Motorsport,Rally Poland: Stage 11,Watch the latest European Rally Championship action from the Rally Poland.,dazn-it
15 Jun,10:40AM,Motorsport,Rally Poland: Stage 12,Watch the latest European Rally Championship action from the Rally Poland,dazn-it
15 Jun,11:00AM,Am. Football,Berlin Thunder - Fehervar Enthroners,European League of Football,dazn-it
15 Jun,11:00AM,Am. Football,Nordic Storm - Frankfurt Galaxy,European League of Football,dazn-it
15 Jun,1:00PM,Tennis,Zizou Bergs - Gabriel Diallo,ATP Hertogenbosch,dazn-it
15 Jun,1:00PM,Volleyball,Brazil - Slovenia,Nations League,dazn-it
15 Jun,1:25PM,Cycling,Val - dArc - Plateau du Mont - Cenis,Mountain | 133 km | 3300 m,dazn-it
15 Jun,2:05PM,Motorsport,Rally Poland: Stage 14,Watch the latest European Rally Championship action from the Rally Poland.,dazn-it
15 Jun,2:25PM,Am. Football,Raiders Tirol - Madrid Bravos,European League of Football,dazn-it
15 Jun,2:25PM,Am. Football,Munich Ravens - Helvetic Mercenaries,European League of Football,dazn-it
15 Jun,4:00PM,Football,Bayern Munich - Auckland City,FIFA Club World Cup 2025,dazn-it
15 Jun,6:30PM,Football,Playout andata | Sampdoria - Salernitana,"A un mese di distanza dalla retrocessione sul campo a Castellamare di Stabia, la Sampdoria ha un altro bonus per centrare la salvezza. Il playout di andata si gioca al ‘Ferraris’ contro la Salernitana, che qui aveva perso 1-0 la penultima giornata arrivando però poi comunque un punto sopra i blucerchiati. Come finirà? Telecronaca di Riccardo Mancini, commento tecnico di Fabio Bazzani.",dazn-it
15 Jun,6:30PM,Volleyball,Germany - France,Nations League,dazn-it
15 Jun,7:00PM,Football,Paris Saint Germain - Atletico Madrid,FIFA Club World Cup 2025,dazn-it
15 Jun,10:00PM,Football,Palmeiras - FC Porto,FIFA Club World Cup 2025,dazn-it
16 Jun,2:00AM,Football,Botafogo RJ - Seattle Sounders,FIFA Club World Cup 2025,dazn-it
16 Jun,7:00PM,Football,Chelsea - Los Angeles FC,FIFA Club World Cup 2025,dazn-it
16 Jun,10:00PM,Football,Boca Juniors - Benfica,FIFA Club World Cup 2025,dazn-it
17 Jun,1:00AM,Football,Flamengo RJ - Esperance Tunis,FIFA Club World Cup 2025,dazn-it
17 Jun,4:00PM,Football,Fluminense - Dortmund,FIFA Club World Cup 2025,dazn-it
15 Jun,8:35AM,Motorsport,Rally Poland: Stage 11,Watch the latest European Rally Championship action from the Rally Poland.,dazn-nz
15 Jun,10:00AM,Tennis,Elena Gabriela Ruse - Elise Mertens,WTA Hertogenbosch,dazn-nz
15 Jun,10:40AM,Motorsport,Rally Poland: Stage 12,Watch the latest European Rally Championship action from the Rally Poland,dazn-nz
15 Jun,11:00AM,Am. Football,Berlin Thunder - Fehervar Enthroners,European League of Football,dazn-nz
15 Jun,11:00AM,Am. Football,Nordic Storm - Frankfurt Galaxy,European League of Football,dazn-nz
15 Jun,12:30PM,Tennis,Amanda Anisimova - Tatjana Maria,WTA London,dazn-nz
15 Jun,1:00PM,Tennis,Ilkley Open: Day 7,Ilkley Open: Day 7,dazn-nz
15 Jun,2:05PM,Motorsport,Rally Poland: Stage 14,Watch the latest European Rally Championship action from the Rally Poland.,dazn-nz
15 Jun,2:25PM,Am. Football,Raiders Tirol - Madrid Bravos,European League of Football,dazn-nz
15 Jun,2:25PM,Am. Football,Munich Ravens - Helvetic Mercenaries,European League of Football,dazn-nz
15 Jun,4:00PM,Football,Bayern Munich - Auckland City,FIFA Club World Cup 2025,dazn-nz
15 Jun,7:00PM,Football,Paris Saint Germain - Atletico Madrid,FIFA Club World Cup 2025,dazn-nz
15 Jun,10:00PM,Football,Palmeiras - FC Porto,FIFA Club World Cup 2025,dazn-nz
16 Jun,2:00AM,Football,Botafogo RJ - Seattle Sounders,FIFA Club World Cup 2025,dazn-nz
16 Jun,1:00PM,Tennis,Sassuolo Open: Day 2,Sassuolo Open: Day 2,dazn-nz
16 Jun,2:00PM,Tennis,Berlin Open - Day 1,DAZN brings you all the WTA action as the matches continue live from the Berlin Open.,dazn-nz
16 Jun,7:00PM,Football,Chelsea - Los Angeles FC,FIFA Club World Cup 2025,dazn-nz
16 Jun,10:00PM,Football,Boca Juniors - Benfica,FIFA Club World Cup 2025,dazn-nz
17 Jun,1:00AM,Football,Flamengo RJ - Esperance Tunis,FIFA Club World Cup 2025,dazn-nz
17 Jun,9:30AM,Tennis,Berlin Open - Day 2,DAZN brings you all the WTA action as the matches continue live from the Berlin Open.,dazn-nz
15 Jun,11:00AM,Am. Football,Berlin Thunder - Fehervar Enthroners,European League of Football,dazn-pl
15 Jun,11:00AM,Am. Football,Nordic Storm - Frankfurt Galaxy,European League of Football,dazn-pl
15 Jun,2:25PM,Am. Football,Raiders Tirol - Madrid Bravos,European League of Football,dazn-pl
15 Jun,2:25PM,Am. Football,Munich Ravens - Helvetic Mercenaries,European League of Football,dazn-pl
15 Jun,4:00PM,Football,Bayern Munich - Auckland City,FIFA Club World Cup 2025,dazn-pl
15 Jun,7:00PM,Football,Paris Saint Germain - Atletico Madrid,FIFA Club World Cup 2025,dazn-pl
15 Jun,10:00PM,Football,Palmeiras - FC Porto,FIFA Club World Cup 2025,dazn-pl
16 Jun,2:00AM,Football,Botafogo RJ - Seattle Sounders,FIFA Club World Cup 2025,dazn-pl
16 Jun,7:00PM,Football,Chelsea - Los Angeles FC,FIFA Club World Cup 2025,dazn-pl
16 Jun,10:00PM,Football,Boca Juniors - Benfica,FIFA Club World Cup 2025,dazn-pl
17 Jun,1:00AM,Football,Flamengo RJ - Esperance Tunis,FIFA Club World Cup 2025,dazn-pl
17 Jun,4:00PM,Football,Fluminense - Dortmund,FIFA Club World Cup 2025,dazn-pl
17 Jun,7:00PM,Football,River Plate - Urawa,FIFA Club World Cup 2025,dazn-pl
17 Jun,10:00PM,Football,Ulsan Hyundai - Mamelodi Sundowns,FIFA Club World Cup 2025,dazn-pl
18 Jun,1:00AM,Football,Monterrey - Inter,FIFA Club World Cup 2025,dazn-pl
18 Jun,2:30PM,Basketball,Turkey W - France W,Eurobasket Women,dazn-pl
18 Jun,3:30PM,Basketball,Slovenia W - Lithuania W,Eurobasket Women,dazn-pl
18 Jun,4:00PM,Football,Manchester City - Wydad,FIFA Club World Cup 2025,dazn-pl
18 Jun,5:30PM,Basketball,Greece W - Switzerland W,Eurobasket Women,dazn-pl
18 Jun,7:00PM,Football,Real Madrid - Al-Hilal,FIFA Club World Cup 2025,dazn-pl
15 Jun,8:35AM,Motorsport,Rally Poland: Stage 11,Watch the latest European Rally Championship action from the Rally Poland.,dazn-pt
15 Jun,10:00AM,Tennis,Elena Gabriela Ruse - Elise Mertens,WTA Hertogenbosch,dazn-pt
15 Jun,10:40AM,Motorsport,Rally Poland: Stage 12,Watch the latest European Rally Championship action from the Rally Poland,dazn-pt
15 Jun,11:00AM,Am. Football,Berlin Thunder - Fehervar Enthroners,European League of Football,dazn-pt
15 Jun,11:00AM,Am. Football,Nordic Storm - Frankfurt Galaxy,European League of Football,dazn-pt
15 Jun,12:30PM,Tennis,Amanda Anisimova - Tatjana Maria,WTA London,dazn-pt
15 Jun,2:05PM,Motorsport,Rally Poland: Stage 14,Watch the latest European Rally Championship action from the Rally Poland.,dazn-pt
15 Jun,2:25PM,Am. Football,Raiders Tirol - Madrid Bravos,European League of Football,dazn-pt
15 Jun,2:25PM,Am. Football,Munich Ravens - Helvetic Mercenaries,European League of Football,dazn-pt
15 Jun,2:55PM,Motorsport,Canadian GP | Race 3,Watch the race 3 of Canadian GP for F1 Academy.,dazn-pt
15 Jun,3:00PM,Basketball,Unicaja - Real Madrid,ACB,dazn-pt
15 Jun,4:00PM,Football,Bayern Munich - Auckland City,FIFA Club World Cup 2025,dazn-pt
15 Jun,6:00PM,Motorsport,Canadian GP | Race,Watch the Formula 1 Pirelli Grand Prix du Canada.,dazn-pt
15 Jun,7:00PM,Football,Paris Saint Germain - Atletico Madrid,FIFA Club World Cup 2025,dazn-pt
15 Jun,10:00PM,Football,Palmeiras - FC Porto,FIFA Club World Cup 2025,dazn-pt
16 Jun,2:00AM,Football,Botafogo RJ - Seattle Sounders,FIFA Club World Cup 2025,dazn-pt
16 Jun,2:00PM,Tennis,WTA Berlin Open | Day 1,"Watch the day 1 of WTA 500 tournament, live fro Berlin.",dazn-pt
16 Jun,7:00PM,Football,Chelsea - Los Angeles FC,FIFA Club World Cup 2025,dazn-pt
16 Jun,10:00PM,Football,Boca Juniors - Benfica,FIFA Club World Cup 2025,dazn-pt
17 Jun,1:00AM,Football,Flamengo RJ - Esperance Tunis,FIFA Club World Cup 2025,dazn-pt
15 Jun,8:35AM,Motorsport,Rally Poland: Stage 11,Watch the latest European Rally Championship action from the Rally Poland.,dazn-rs
15 Jun,10:40AM,Motorsport,Rally Poland: Stage 12,Watch the latest European Rally Championship action from the Rally Poland,dazn-rs
15 Jun,11:00AM,Am. Football,Berlin Thunder - Fehervar Enthroners,European League of Football,dazn-rs
15 Jun,11:00AM,Am. Football,Nordic Storm - Frankfurt Galaxy,European League of Football,dazn-rs
15 Jun,12:00PM,Tennis,Alexander Zverev - Taylor Harry Fritz,ATP Stuttgart,dazn-rs
15 Jun,2:05PM,Motorsport,Rally Poland: Stage 14,Watch the latest European Rally Championship action from the Rally Poland.,dazn-rs
15 Jun,2:25PM,Am. Football,Raiders Tirol - Madrid Bravos,European League of Football,dazn-rs
15 Jun,2:25PM,Am. Football,Munich Ravens - Helvetic Mercenaries,European League of Football,dazn-rs
15 Jun,4:00PM,Football,Bayern Munich - Auckland City,FIFA Club World Cup 2025,dazn-rs
15 Jun,7:00PM,Football,Paris Saint Germain - Atletico Madrid,FIFA Club World Cup 2025,dazn-rs
15 Jun,10:00PM,Football,Palmeiras - FC Porto,FIFA Club World Cup 2025,dazn-rs
16 Jun,2:00AM,Football,Botafogo RJ - Seattle Sounders,FIFA Club World Cup 2025,dazn-rs
16 Jun,9:30AM,Tennis,Day 1 - Round 1,Halle Open - Day 1,dazn-rs
16 Jun,7:00PM,Football,Chelsea - Los Angeles FC,FIFA Club World Cup 2025,dazn-rs
16 Jun,10:00PM,Football,Boca Juniors - Benfica,FIFA Club World Cup 2025,dazn-rs
17 Jun,1:00AM,Football,Flamengo RJ - Esperance Tunis,FIFA Club World Cup 2025,dazn-rs
17 Jun,9:30AM,Tennis,Day 2 - Round 1,Halle Open - Day 2,dazn-rs
17 Jun,4:00PM,Football,Fluminense - Dortmund,FIFA Club World Cup 2025,dazn-rs
17 Jun,6:30PM,Basketball,Brescia - Virtus Bologna,Lega A,dazn-rs
17 Jun,7:00PM,Football,River Plate - Urawa,FIFA Club World Cup 2025,dazn-rs
15 Jun,10:40AM,Motorsport,Rally Poland: Stage 12,Watch the latest European Rally Championship action from the Rally Poland,dazn-si
15 Jun,11:00AM,Am. Football,Berlin Thunder - Fehervar Enthroners,European League of Football,dazn-si
15 Jun,11:00AM,Am. Football,Nordic Storm - Frankfurt Galaxy,European League of Football,dazn-si
15 Jun,2:05PM,Motorsport,Rally Poland: Stage 14,Watch the latest European Rally Championship action from the Rally Poland.,dazn-si
15 Jun,2:25PM,Am. Football,Raiders Tirol - Madrid Bravos,European League of Football,dazn-si
15 Jun,2:25PM,Am. Football,Munich Ravens - Helvetic Mercenaries,European League of Football,dazn-si
15 Jun,4:00PM,Football,Bayern Munich - Auckland City,FIFA Club World Cup 2025,dazn-si
15 Jun,7:00PM,Football,Paris Saint Germain - Atletico Madrid,FIFA Club World Cup 2025,dazn-si
15 Jun,10:00PM,Football,Palmeiras - FC Porto,FIFA Club World Cup 2025,dazn-si
16 Jun,2:00AM,Football,Botafogo RJ - Seattle Sounders,FIFA Club World Cup 2025,dazn-si
16 Jun,7:00PM,Football,Chelsea - Los Angeles FC,FIFA Club World Cup 2025,dazn-si
16 Jun,10:00PM,Football,Boca Juniors - Benfica,FIFA Club World Cup 2025,dazn-si
17 Jun,1:00AM,Football,Flamengo RJ - Esperance Tunis,FIFA Club World Cup 2025,dazn-si
17 Jun,4:00PM,Football,Fluminense - Dortmund,FIFA Club World Cup 2025,dazn-si
17 Jun,7:00PM,Football,River Plate - Urawa,FIFA Club World Cup 2025,dazn-si
17 Jun,10:00PM,Football,Ulsan Hyundai - Mamelodi Sundowns,FIFA Club World Cup 2025,dazn-si
18 Jun,1:00AM,Football,Monterrey - Inter,FIFA Club World Cup 2025,dazn-si
18 Jun,2:30PM,Basketball,Turkey W - France W,Eurobasket Women,dazn-si
18 Jun,3:30PM,Basketball,Slovenia W - Lithuania W,Eurobasket Women,dazn-si
18 Jun,4:00PM,Football,Manchester City - Wydad,FIFA Club World Cup 2025,dazn-si
15 Jun,8:35AM,Motorsport,Rally Poland: Stage 11,Watch the latest European Rally Championship action from the Rally Poland.,dazn-espana
15 Jun,8:45AM,Motorsport,Superpole Race | Pirelli Emilia-Romagna Round,Vive toda la acción en DAZN.,dazn-espana
15 Jun,9:00AM,Motorsport,Final | 24 Horas de Le Mans 2025,Vive toda la acción en DAZN.,dazn-espana
15 Jun,10:20AM,Motorsport,Carrera 2 | Pirelli Emilia-Romagna Round,Vive toda la acción en DAZN.,dazn-espana
15 Jun,10:40AM,Motorsport,Rally Poland: Stage 12,Watch the latest European Rally Championship action from the Rally Poland,dazn-espana
15 Jun,11:00AM,Am. Football,Berlin Thunder - Fehervar Enthroners,European League of Football,dazn-espana
15 Jun,11:00AM,Am. Football,Nordic Storm - Frankfurt Galaxy,European League of Football,dazn-espana
15 Jun,1:15PM,Cycling,Val - dArc - Plateau du Mont - Cenis,Mountain | 133 km | 3300 m,dazn-espana
15 Jun,2:05PM,Motorsport,Rally Poland: Stage 14,Watch the latest European Rally Championship action from the Rally Poland.,dazn-espana
15 Jun,2:25PM,Am. Football,Raiders Tirol - Madrid Bravos,European League of Football,dazn-espana
15 Jun,2:25PM,Am. Football,Munich Ravens - Helvetic Mercenaries,European League of Football,dazn-espana
15 Jun,2:50PM,Motorsport,Carrera 3 | Canadá,Vive toda la acción en DAZN.,dazn-espana
15 Jun,4:00PM,Motorsport,Carrera | Pirelli GP de Canadá,Disfruta del Pirelli GP de Canadá en DAZN en lo que promete ser un fin de semana apasionante de motor.,dazn-espana
15 Jun,4:00PM,Football,Bayern Munich - Auckland City,FIFA Club World Cup 2025,dazn-espana
15 Jun,4:00PM,Handball,Fuchse Berlin - SC Magdeburg,Champions League,dazn-espana
15 Jun,5:00PM,Football,Mirandes - Real Oviedo,LaLiga 1 2 3,dazn-espana
15 Jun,6:15PM,Football,Paris Saint Germain - Atletico Madrid,FIFA Club World Cup 2025,dazn-espana
15 Jun,7:00PM,Motorsport,Carrera | Viva México 250,Vive toda la acción en DAZN.,dazn-espana
15 Jun,10:00PM,Football,Palmeiras - FC Porto,FIFA Club World Cup 2025,dazn-espana
16 Jun,2:00AM,Football,Botafogo RJ - Seattle Sounders,FIFA Club World Cup 2025,dazn-espana
15 Jun,11:00AM,Darts,Northern Ireland - Ireland,PDC World Cup of Darts,dazn-schweiz
15 Jun,11:00AM,Am. Football,Berlin Thunder - Fehervar Enthroners,European League of Football,dazn-schweiz
15 Jun,11:00AM,Am. Football,Nordic Storm - Frankfurt Galaxy,European League of Football,dazn-schweiz
15 Jun,12:10PM,Darts,Germany - Australia,PDC World Cup of Darts,dazn-schweiz
15 Jun,1:00PM,Handball,Nantes - Barcelona,Champions League,dazn-schweiz
15 Jun,1:10PM,Darts,Wales - Hong Kong,PDC World Cup of Darts,dazn-schweiz
15 Jun,2:10PM,Darts,Netherlands - Czech Republic,PDC World Cup of Darts,dazn-schweiz
15 Jun,2:25PM,Am. Football,Raiders Tirol - Madrid Bravos,European League of Football,dazn-schweiz
15 Jun,2:25PM,Am. Football,Munich Ravens - Helvetic Mercenaries,European League of Football,dazn-schweiz
15 Jun,2:30PM,Basketball,Paris - Monaco,LNB,dazn-schweiz
15 Jun,3:30PM,Football,Bayern Munich - Auckland City,FIFA Club World Cup 2025,dazn-schweiz
15 Jun,4:00PM,Handball,Fuchse Berlin - SC Magdeburg,Champions League,dazn-schweiz
15 Jun,5:00PM,Darts,World Cup of Darts | Halbfinale & Finale,Kommentator: Adrian Geiler / Experte: Max Hopp,dazn-schweiz
15 Jun,6:35PM,Football,Paris Saint Germain - Atletico Madrid,FIFA Club World Cup 2025,dazn-schweiz
15 Jun,10:00PM,Football,Palmeiras - FC Porto,FIFA Club World Cup 2025,dazn-schweiz
16 Jun,2:00AM,Football,Botafogo RJ - Seattle Sounders,FIFA Club World Cup 2025,dazn-schweiz
16 Jun,9:30AM,Tennis,ATP Halle | Tag 1,ATP Halle | Tag 1,dazn-schweiz
16 Jun,2:00PM,Tennis,WTA Berlin | Tag 1,WTA Berlin | Tag 1,dazn-schweiz
16 Jun,6:30PM,Football,Chelsea - Los Angeles FC,FIFA Club World Cup 2025,dazn-schweiz
16 Jun,10:00PM,Football,Boca Juniors - Benfica,FIFA Club World Cup 2025,dazn-schweiz
15 Jun,8:35AM,Motorsport,Rally Poland: Stage 11,Watch the latest European Rally Championship action from the Rally Poland.,dazn-tr
15 Jun,10:40AM,Motorsport,Rally Poland: Stage 12,Watch the latest European Rally Championship action from the Rally Poland,dazn-tr
15 Jun,11:00AM,Am. Football,Berlin Thunder - Fehervar Enthroners,European League of Football,dazn-tr
15 Jun,11:00AM,Am. Football,Nordic Storm - Frankfurt Galaxy,European League of Football,dazn-tr
15 Jun,2:05PM,Motorsport,Rally Poland: Stage 14,Watch the latest European Rally Championship action from the Rally Poland.,dazn-tr
15 Jun,2:25PM,Am. Football,Raiders Tirol - Madrid Bravos,European League of Football,dazn-tr
15 Jun,2:25PM,Am. Football,Munich Ravens - Helvetic Mercenaries,European League of Football,dazn-tr
15 Jun,4:00PM,Football,Bayern Munich - Auckland City,FIFA Club World Cup 2025,dazn-tr
15 Jun,7:00PM,Football,Paris Saint Germain - Atletico Madrid,FIFA Club World Cup 2025,dazn-tr
15 Jun,10:00PM,Football,Palmeiras - FC Porto,FIFA Club World Cup 2025,dazn-tr
16 Jun,2:00AM,Football,Botafogo RJ - Seattle Sounders,FIFA Club World Cup 2025,dazn-tr
16 Jun,7:00PM,Football,Chelsea - Los Angeles FC,FIFA Club World Cup 2025,dazn-tr
16 Jun,10:00PM,Football,Boca Juniors - Benfica,FIFA Club World Cup 2025,dazn-tr
17 Jun,1:00AM,Football,Flamengo RJ - Esperance Tunis,FIFA Club World Cup 2025,dazn-tr
17 Jun,4:00PM,Football,Fluminense - Dortmund,FIFA Club World Cup 2025,dazn-tr
17 Jun,7:00PM,Football,River Plate - Urawa,FIFA Club World Cup 2025,dazn-tr
17 Jun,10:00PM,Football,Ulsan Hyundai - Mamelodi Sundowns,FIFA Club World Cup 2025,dazn-tr
18 Jun,1:00AM,Football,Monterrey - Inter,FIFA Club World Cup 2025,dazn-tr
18 Jun,2:30PM,Basketball,Turkey W - France W,Eurobasket Women,dazn-tr
18 Jun,3:30PM,Basketball,Slovenia W - Lithuania W,Eurobasket Women,dazn-tr
15 Jun,8:35AM,Motorsport,Rally Poland: Stage 11,Watch the latest European Rally Championship action from the Rally Poland.,dazn-usa
15 Jun,10:40AM,Motorsport,Rally Poland: Stage 12,Watch the latest European Rally Championship action from the Rally Poland,dazn-usa
15 Jun,11:00AM,Am. Football,Berlin Thunder - Fehervar Enthroners,European League of Football,dazn-usa
15 Jun,11:00AM,Am. Football,Nordic Storm - Frankfurt Galaxy,European League of Football,dazn-usa
15 Jun,2:05PM,Motorsport,Rally Poland: Stage 14,Watch the latest European Rally Championship action from the Rally Poland.,dazn-usa
15 Jun,2:25PM,Am. Football,Raiders Tirol - Madrid Bravos,European League of Football,dazn-usa
15 Jun,2:25PM,Am. Football,Munich Ravens - Helvetic Mercenaries,European League of Football,dazn-usa
15 Jun,4:00PM,Football,Bayern Munich - Auckland City,FIFA Club World Cup 2025,dazn-usa
15 Jun,7:00PM,Football,Paris Saint Germain - Atletico Madrid,FIFA Club World Cup 2025,dazn-usa
15 Jun,10:00PM,Football,Palmeiras - FC Porto,FIFA Club World Cup 2025,dazn-usa
16 Jun,2:00AM,Football,Botafogo RJ - Seattle Sounders,FIFA Club World Cup 2025,dazn-usa
16 Jun,7:00PM,Football,Chelsea - Los Angeles FC,FIFA Club World Cup 2025,dazn-usa
16 Jun,10:00PM,Football,Boca Juniors - Benfica,FIFA Club World Cup 2025,dazn-usa
17 Jun,1:00AM,Football,Flamengo RJ - Esperance Tunis,FIFA Club World Cup 2025,dazn-usa
17 Jun,4:00PM,Football,Fluminense - Dortmund,FIFA Club World Cup 2025,dazn-usa
17 Jun,7:00PM,Football,River Plate - Urawa,FIFA Club World Cup 2025,dazn-usa
17 Jun,10:00PM,Football,Ulsan Hyundai - Mamelodi Sundowns,FIFA Club World Cup 2025,dazn-usa
18 Jun,1:00AM,Football,Monterrey - Inter,FIFA Club World Cup 2025,dazn-usa
18 Jun,2:30PM,Basketball,Turkey W - France W,Eurobasket Women,dazn-usa
18 Jun,3:30PM,Basketball,Slovenia W - Lithuania W,Eurobasket Women,dazn-usa
15 Jun,3:00PM,Basketball,Unicaja - Real Madrid,ACB,diema-sport-2
16 Jun,7:15PM,Basketball,"sa, pleyofi, polufinal, mach 4 direktno",Tenerife - Valensiya Basketbol: Liga Ende,diema-sport-2
17 Jun,12:30AM,Basketball,Oklahoma City Thunder - Indiana Pacers,NBA,diema-sport-2
17 Jun,7:15PM,Basketball,"desa, pleyofi, polufinal, mach 4 direktno",Unikaha - Real Madrid Basketbol: Liga En,diema-sport-2
18 Jun,2:30PM,Basketball,Turkey W - France W,Eurobasket Women,diema-sport-2
18 Jun,7:00PM,Basketball,Serbia W - Italy W,Eurobasket Women,diema-sport-2
19 Jun,6:00PM,Basketball,Germany W - Sweden W,Eurobasket Women,diema-sport-2
18 Jun,7:15PM,Basketball,"sa 2024/2025, pleyofi, polufinal, mach 5 direktno",Valensiya - Tenerife Basketbol: Liga Ende,diema-sport
19 Jun,7:15PM,Basketball,"desa 2024/2025, pleyofi, polufinal, mach 5 direktno",Real Madrid - Unikaha Basketbol: Liga En,diema-sport
15 Jun,12:30PM,Tennis,Zizou Bergs - Gabriel Diallo,ATP Hertogenbosch,ro-digi-sport-3
