date,time,sport,teams,comp,channel
20 Jun,1:00PM,Cycling,Chur - Neuhausen,Hilly | 186 km | 4000 m,joj-sport
20 Jun,5:20PM,Volleyball,Naživo                            Slovensko - Španielsko,Volejbalová Zlatá Európska liga muži,joj-sport
21 Jun,11:55AM,11:55AM,In-Line hokej,In-Line hokej,joj-sport
21 Jun,1:25PM,1:25PM,In-Line hokej,In-Line hokej,joj-sport
21 Jun,2:55PM,Volleyball,Latvia - Slovakia,Golden League,joj-sport
22 Jun,7:25AM,7:25AM,In-Line hokej,In-Line hokej,joj-sport
13 Jun,9:40AM,Aussie rules,Hawthorn Hawks - Adelaide Crows,AFL,kayo-sports
13 Jun,10:00AM,Rugby League,Gold Coast Titans - Manly Sea Eagles,National Rugby League,kayo-sports
14 Jun,3:20AM,Aussie rules,Brisbane Lions - Greater Western Sydney,AFL,kayo-sports
14 Jun,6:15AM,Aussie rules,Essendon Bombers - Geelong Cats,AFL,kayo-sports
14 Jun,7:00AM,Netball,Melbourne Maverick W - West Coast Fever W,Suncorp Super Netball,kayo-sports
14 Jun,7:30AM,Rugby League,Newcastle Knights - Sydney Roosters,National Rugby League,kayo-sports
14 Jun,9:00AM,Netball,Adelaide Thunderbirds W - Queensland Firebirds W,Suncorp Super Netball,kayo-sports
14 Jun,9:35AM,Rugby League,NQ Cowboys - Redcliffe,National Rugby League,kayo-sports
14 Jun,9:35AM,Aussie rules,North Melbourne Kangaroos - Fremantle Dockers,AFL,kayo-sports
14 Jun,8:00PM,Motorsport,Qualifications,Canadian GP,kayo-sports
15 Jun,4:00AM,Netball,Melbourne Vixens W - New South Wales Swifts W,Suncorp Super Netball,kayo-sports
15 Jun,5:20AM,Aussie rules,Port Adelaide Power - Melbourne Demons,AFL,kayo-sports
15 Jun,6:00AM,Netball,GWS Giants W - Sunshine Coast Lightning W,Suncorp Super Netball,kayo-sports
15 Jun,6:05AM,Rugby League,South Sydney Rabbitohs - Canterbury Bulldogs,National Rugby League,kayo-sports
15 Jun,8:10AM,Aussie rules,West Coast Eagles - Carlton Blues,AFL,kayo-sports
15 Jun,6:00PM,Motorsport,Race,Canadian GP,kayo-sports
19 Jun,10:10AM,Aussie rules,Fremantle Dockers - Essendon Bombers,AFL,kayo-sports
20 Jun,9:40AM,Aussie rules,Geelong Cats - Brisbane Lions,AFL,kayo-sports
20 Jun,10:00AM,Netball,West Coast Fever W - Adelaide Thunderbirds W,Suncorp Super Netball,kayo-sports
20 Jun,10:00AM,Rugby League,Wests Tigers - Canberra Raiders,National Rugby League,kayo-sports
13 Jun,10:00AM,Darts,Lithuania - France,PDC World Cup of Darts,l-equipe
13 Jun,6:40PM,Darts,Malaysia - Denmark,PDC World Cup of Darts,l-equipe
15 Jun,6:05PM,Darts,Demi-finales et finales Coupe du monde 2025,Demi-finales et finales Coupe du monde 2025,l-equipe
16 Jun,12:50PM,Cycling,Aarau - Schwarzsee,Flat | 177 km | 2400 m,l-equipe
17 Jun,12:50PM,Cycling,Aarau - Heiden,Flat | 195 km | 2800 m,l-equipe
15 Jun,5:00PM,Football,Mirandés vs Real Oviedo,Segunda Division,laliga-smartbank-tv
21 Jun,7:00PM,Football,La Liga,La Liga,laligatv-uk
13 Jun,6:45PM,Football,Derry City - Galway,Premier Division,loi-tv
13 Jun,6:45PM,Football,Cork City - Bohemians,Premier Division,loi-tv
13 Jun,6:45PM,Football,St. Patricks - Drogheda,Premier Division,loi-tv
13 Jun,6:45PM,Football,Shelbourne - Shamrock Rovers,Premier Division,loi-tv
14 Jun,6:45PM,Football,Sligo Rovers - Waterford,Premier Division,loi-tv
13 Jun,9:30AM,Combat sports,Judo-világbajnokság,Selejtezők,m4-sport
13 Jun,4:00PM,Combat sports,Judo-világbajnokság,Döntők,m4-sport
13 Jun,8:55PM,Motorsport,Forma-1: Kanadai Nagydíj,2. szabadedzés,m4-sport
14 Jun,9:00AM,Combat sports,Judo-világbajnokság,Selejtezők,m4-sport
14 Jun,4:25PM,Motorsport,Forma-1: Kanadai Nagydíj,3. szabadedzés,m4-sport
14 Jun,5:35PM,Football,Spain U21 - Romania U21,Euro U21,m4-sport
14 Jun,8:00PM,Motorsport,Forma-1: Kanadai Nagydíj,Időmérő edzés,m4-sport
15 Jun,9:30AM,Combat sports,Judo-világbajnokság,Selejtezők,m4-sport
15 Jun,4:00PM,Fencing,Vívó Európa-bajnokság,Vívó Európa-bajnokság,m4-sport
15 Jun,6:00PM,Motorsport,Forma-1: Kanadai Nagydíj,Futam,m4-sport
15 Jun,8:15PM,Athletics,Atlétika Gyémánt Liga,Atlétika Gyémánt Liga,m4-sport
16 Jun,8:30AM,Combat sports,Judo-világbajnokság,Selejtezők,m4-sport
16 Jun,4:00PM,Combat sports,Judo-világbajnokság,Döntők,m4-sport
16 Jun,6:15PM,Futsal,Futsal NBI,Futsal NBI,m4-sport
17 Jun,8:30AM,Combat sports,Judo-világbajnokság,Selejtezők,m4-sport
17 Jun,4:00PM,Combat sports,Judo-világbajnokság,Döntők,m4-sport
17 Jun,7:00PM,Football,Spain U21 - Italy U21,Euro U21,m4-sport
17 Jun,9:20PM,Fencing,Vívó Európa-bajnokság,Vívó Európa-bajnokság,m4-sport
18 Jun,8:30AM,Combat sports,Judo-világbajnokság,Selejtezők,m4-sport
18 Jun,12:00PM,Handball,Hungary U21 - Brazil U21,World Championship U21,m4-sport
14 Jun,11:00AM,Field Hockey,Belgium W - Germany W,FIH Pro League Women,magenta-sport
14 Jun,12:15PM,Field Hockey,England - Germany,FIH Pro League,magenta-sport
15 Jun,11:00AM,Field Hockey,Belgium W - Germany W,FIH Pro League Women,magenta-sport
15 Jun,11:45AM,Field Hockey,England - Germany,FIH Pro League,magenta-sport
18 Jun,2:20PM,Basketball,Turkey W - France W,Eurobasket Women,magenta-sport
13 Jun,6:00PM,Baseball,Chicago Cubs - Pittsburgh Pirates,MLB,marquee-sports-network
13 Jun,10:30PM,Baseball,Athletes Unlimited Softball League,Talons vs. Blaze,marquee-sports-network
14 Jun,6:00PM,Baseball,Chicago Cubs - Pittsburgh Pirates,MLB,marquee-sports-network
14 Jun,11:00PM,Baseball,Minor League Baseball Louisville Bats vs. Iowa Cubs,Louisville Bats at Iowa Cubs,marquee-sports-network
15 Jun,6:00PM,Baseball,Chicago Cubs - Pittsburgh Pirates,MLB,marquee-sports-network
15 Jun,10:30PM,Baseball,Minor League Baseball Hickory Crawdads vs. Myrtle Beach Pelicans,Hickory Crawdads at Myrtle Beach Pelicans,marquee-sports-network
18 Jun,12:00AM,Baseball,Chicago Cubs - Milwaukee Brewers,MLB,marquee-sports-network
19 Jun,12:00AM,Baseball,Chicago Cubs - Milwaukee Brewers,MLB,marquee-sports-network
19 Jun,6:00PM,Baseball,Chicago Cubs - Milwaukee Brewers,MLB,marquee-sports-network
19 Jun,11:00PM,Baseball,Minor League Baseball Lake County Captains vs. South Bend Cubs,Lake County Captains at South Bend Cubs,marquee-sports-network
20 Jun,6:00PM,Baseball,Chicago Cubs - Seattle Mariners,MLB,marquee-sports-network
20 Jun,11:00PM,Baseball,Minor League Baseball Fayetteville Woodpeckers vs. Myrtle Beach Pelicans,Fayetteville Woodpeckers at Myrtle Beach Pelicans,marquee-sports-network
13 Jun,10:45PM,Baseball,Washington Nationals - Miami Marlins,MLB,masn
14 Jun,8:00PM,Baseball,Baltimore Orioles - Los Angeles Angels,MLB,masn
15 Jun,5:30PM,Baseball,Baltimore Orioles - Los Angeles Angels,MLB,masn
16 Jun,10:45PM,Baseball,Washington Nationals - Colorado Rockies,MLB,masn
17 Jun,10:45PM,Baseball,Washington Nationals - Colorado Rockies,MLB,masn
18 Jun,10:45PM,Baseball,Washington Nationals - Colorado Rockies,MLB,masn
14 Jun,5:00PM,Baseball,Washington Nationals - Miami Marlins,MLB,masn2
15 Jun,5:30PM,Baseball,Washington Nationals - Miami Marlins,MLB,masn2
16 Jun,11:30PM,Baseball,Tampa Bay Rays - Baltimore Orioles,MLB,masn2
17 Jun,11:30PM,Baseball,Tampa Bay Rays - Baltimore Orioles,MLB,masn2
18 Jun,11:30PM,Baseball,Tampa Bay Rays - Baltimore Orioles,MLB,masn2
14 Jun,11:55AM,Football,"Winline Superliga. Zhenshtiny. Tur 12. ""Lokomotiv"" - ""Dinamo"". Pryamaya translyatsiya","Winline Superliga. Zhenshtiny. Tur 12. ""Lokomotiv"" - ""Dinamo"". Pryamaya translyatsiya",match-premier
14 Jun,2:25PM,Football,"Winline Superliga. Zhenshtiny. Tur 12. ""Zenit"" - ""Rostov"". Pryamaya translyatsiya","Winline Superliga. Zhenshtiny. Tur 12. ""Zenit"" - ""Rostov"". Pryamaya translyatsiya",match-premier
14 Jun,4:55PM,Football,"Winline Superliga. Zhenshtiny. Tur 12. ""Krasnodar"" - TsSKA. Pryamaya translyatsiya","Winline Superliga. Zhenshtiny. Tur 12. ""Krasnodar"" - TsSKA. Pryamaya translyatsiya",match-premier
13 Jun,12:30PM,MMA,Smeshannye edinoborstva. One FC. Pryamaya translyatsiya iz Tailanda,Smeshannye edinoborstva. One FC. Pryamaya translyatsiya iz Tailanda,match-tv
13 Jun,3:55PM,Combat sports,Dzyudo. Chempionat mira. Pryamaya translyatsiya iz Vengrii,Dzyudo. Chempionat mira. Pryamaya translyatsiya iz Vengrii,match-tv
13 Jun,6:00PM,Snooker,Bilyyard. BetBoom Pul chempionov. 1/2 finala. Pryamaya translyatsiya iz Moskvy,Bilyyard. BetBoom Pul chempionov. 1/2 finala. Pryamaya translyatsiya iz Moskvy,match-tv
14 Jun,10:00AM,Motorsport,Avtosport. Chempionat Rossii. Igora Drayv. SMP Formula 4. Pryamaya translyatsiya,Avtosport. Chempionat Rossii. Igora Drayv. SMP Formula 4. Pryamaya translyatsiya,match-tv
14 Jun,11:55AM,Football,"Futbol. Winline Superliga. Zhenshtiny. ""Lokomotiv"" (Moskva) - ""Dinamo"" (Moskva). Pryamaya translyatsiya","Futbol. Winline Superliga. Zhenshtiny. ""Lokomotiv"" (Moskva) - ""Dinamo"" (Moskva). Pryamaya translyatsiya",match-tv
14 Jun,1:55PM,Basketball,Basketbol 3h3. Mezhdunarodnyy turnir Sirius Cup. Pryamaya translyatsiya iz Siriusa,Basketbol 3h3. Mezhdunarodnyy turnir Sirius Cup. Pryamaya translyatsiya iz Siriusa,match-tv
14 Jun,3:55PM,Combat sports,Dzyudo. Chempionat mira. Pryamaya translyatsiya iz Vengrii,Dzyudo. Chempionat mira. Pryamaya translyatsiya iz Vengrii,match-tv
14 Jun,6:00PM,Snooker,Bilyyard. BetBoom Pul chempionov. Final. Pryamaya translyatsiya iz Moskvy,Bilyyard. BetBoom Pul chempionov. Final. Pryamaya translyatsiya iz Moskvy,match-tv
15 Jun,3:00AM,MMA,Kamaru Usman - Joaquin Buckley,UFC Fight Night,match-tv
15 Jun,7:55AM,Rugby Union,"Regbi. PARI Chempionat Rossii. ""Enisey-STM"" (Krasnoyarsk) - ""Lokomotiv-Penza"". Pryamaya translyatsiya","Regbi. PARI Chempionat Rossii. ""Enisey-STM"" (Krasnoyarsk) - ""Lokomotiv-Penza"". Pryamaya translyatsiya",match-tv
15 Jun,1:10PM,Basketball,Basketbol 3h3. Mezhdunarodnyy turnir Sirius Cup. Pryamaya translyatsiya iz Siriusa,Basketbol 3h3. Mezhdunarodnyy turnir Sirius Cup. Pryamaya translyatsiya iz Siriusa,match-tv
15 Jun,3:55PM,Combat sports,Dzyudo. Chempionat mira. Pryamaya translyatsiya iz Vengrii,Dzyudo. Chempionat mira. Pryamaya translyatsiya iz Vengrii,match-tv
13 Jun,9:00AM,Tennis,: SHTutgart Parvi chetvartfinal,"PRYAKO, ATP 250",max-sport-1
13 Jun,11:00AM,Tennis,: SHTutgart Vtori chetvartfinal,"PRYAKO, ATP 250",max-sport-1
13 Jun,1:00PM,Tennis,: SHTutgart Treti chetvartfinal,"PRYAKO, ATP 250",max-sport-1
13 Jun,3:00PM,Tennis,: SHTutgart CHetvarti chetvartfinal,"PRYAKO, ATP 250",max-sport-1
14 Jun,9:00AM,Tennis,: SHTutgart Parvi polufinal,"PRYAKO, ATP 250",max-sport-1
14 Jun,12:00PM,Tennis,: SHTutgart Vtori polufinal,"PRYAKO, ATP 250",max-sport-1
15 Jun,12:00AM,Ice Hockey,Edmonton Oilers - Florida Panthers,NHL,max-sport-1
15 Jun,8:30AM,Motorsport,: Polsha SS11 Gmina Mragowo 1,"PRYAKO, Evropeyski rali shampionat",max-sport-1
15 Jun,12:00PM,Tennis,: SHTutgart Final,"PRYAKO, ATP 250",max-sport-1
15 Jun,7:00PM,Motorsport,: Sastezanie v Meksiko Siti Sastezanie v Meksiko Siti,"PRYAKO, Nascar Cup Series",max-sport-1
16 Jun,11:00AM,Tennis,: London,"PRYAKO, ATP 500",max-sport-1
16 Jun,1:00PM,Tennis,: London,"PRYAKO, ATP 500",max-sport-1
16 Jun,3:00PM,Tennis,: London,"PRYAKO, ATP 500",max-sport-1
16 Jun,5:00PM,Tennis,: London,"PRYAKO, ATP 500",max-sport-1
17 Jun,11:00AM,Tennis,: London,"PRYAKO, ATP 500",max-sport-1
17 Jun,1:00PM,Tennis,: London,"PRYAKO, ATP 500",max-sport-1
17 Jun,3:00PM,Tennis,: London,"PRYAKO, ATP 500",max-sport-1
17 Jun,5:00PM,Tennis,: London,"PRYAKO, ATP 500",max-sport-1
18 Jun,12:00AM,Ice Hockey,: Edmantan Oylars - Florida Pantars SHesta finalna sreshta za Kupa Stenli,"PRYAKO, NHL",max-sport-1
18 Jun,11:00AM,Tennis,: London,"PRYAKO, ATP 500",max-sport-1
13 Jun,9:00AM,Volleyball,Japan - Serbia,Nations League,max-sport-2
13 Jun,8:30PM,Volleyball,Bulgaria - Argentina,Nations League,max-sport-2
14 Jun,12:00AM,Volleyball,France - Italy,Nations League,max-sport-2
14 Jun,1:00PM,Volleyball,Ukraine - Brazil,Nations League,max-sport-2
14 Jun,4:30PM,Volleyball,USA - Slovenia,Nations League,max-sport-2
15 Jun,12:00AM,Volleyball,Bulgaria - Germany,Nations League,max-sport-2
15 Jun,2:00AM,MMA,Kamaru Usman - Joaquin Buckley,UFC Fight Night,max-sport-2
15 Jun,11:00AM,Volleyball,Poland - Serbia,Nations League,max-sport-2
15 Jun,3:00PM,Volleyball,Argentina - Italy,Nations League,max-sport-2
15 Jun,10:00PM,Volleyball,Bulgaria - Canada,Nations League,max-sport-2
18 Jun,5:30AM,Volleyball,"- Liga na Natsiite, zheni: Balgariya - Italiya Balgariya - Italiya","PRYAKO, Voleybol",max-sport-2
18 Jun,2:30PM,Volleyball,"- Liga na Natsiite, zheni: Niderlandiya - Polsha Niderlandiya - Polsha","PRYAKO, Voleybol",max-sport-2
18 Jun,6:00PM,Volleyball,"- Liga na Natsiite, zheni: Sarbiya - SASHT Sarbiya - SASHT","PRYAKO, Voleybol",max-sport-2
19 Jun,12:30PM,Volleyball,"- Liga na Natsiite, zheni: Balgariya - Kitay Balgariya - Kitay","PRYAKO, Voleybol",max-sport-2
19 Jun,4:30PM,Volleyball,"- Liga na Natsiite, zheni: Kanada - Turtsiya Kanada - Turtsiya","PRYAKO, Voleybol",max-sport-2
13 Jun,9:00AM,Tennis,Nuno Borges - Ugo Humbert,ATP Hertogenbosch,max-sport-3
13 Jun,11:00AM,Tennis,Gabriel Diallo - Karen Khachanov,ATP Hertogenbosch,max-sport-3
13 Jun,1:00PM,Tennis,Daniil Medvedev - Reilly Opelka,ATP Hertogenbosch,max-sport-3
13 Jun,3:00PM,Tennis,: Hertogenbosh CHetvarti chetvartfinal,"PRYAKO, ATP 250",max-sport-3
14 Jun,12:30PM,Tennis,: Hertogenbosh Parvi polufinal,"PRYAKO, ATP 250",max-sport-3
14 Jun,2:30PM,Tennis,: Hertogenbosh Vtori polufinal,"PRYAKO, ATP 250",max-sport-3
15 Jun,12:30PM,Tennis,: Hertogenbosh Final,"PRYAKO, ATP 250",max-sport-3
16 Jun,9:30AM,Tennis,: Hale,"PRYAKO, ATP 500",max-sport-3
16 Jun,11:30AM,Tennis,: Hale,"PRYAKO, ATP 500",max-sport-3
16 Jun,1:30PM,Tennis,: Hale,"PRYAKO, ATP 500",max-sport-3
16 Jun,3:30PM,Tennis,: Hale,"PRYAKO, ATP 500",max-sport-3
17 Jun,9:30AM,Tennis,: Hale,"PRYAKO, ATP 500",max-sport-3
17 Jun,11:30AM,Tennis,: Hale,"PRYAKO, ATP 500",max-sport-3
17 Jun,1:30PM,Tennis,: Hale,"PRYAKO, ATP 500",max-sport-3
17 Jun,3:30PM,Tennis,: Hale,"PRYAKO, ATP 500",max-sport-3
18 Jun,9:30AM,Tennis,: Hale,"PRYAKO, ATP 500",max-sport-3
18 Jun,11:30AM,Tennis,: Hale,"PRYAKO, ATP 500",max-sport-3
18 Jun,1:30PM,Tennis,: Hale,"PRYAKO, ATP 500",max-sport-3
18 Jun,3:30PM,Tennis,: Hale,"PRYAKO, ATP 500",max-sport-3
19 Jun,9:30AM,Tennis,: Hale,"PRYAKO, ATP 500",max-sport-3
15 Jun,1:00PM,Volleyball,Brazil - Slovenia,Nations League,max-sport-4
15 Jun,5:00PM,Football,: Parva finalna sreshta,"PRYAKO, La Liga 2",max-sport-4
19 Jun,2:30PM,Volleyball,"- Liga na Natsiite, zheni: SASHT - Polsha SASHT - Polsha","PRYAKO, Voleybol",max-sport-4
19 Jun,6:00PM,Volleyball,"- Liga na Natsiite, zheni: Germaniya - Sarbiya Germaniya - Sarbiya","PRYAKO, Voleybol",max-sport-4
14 Jun,10:40AM,Basketball,Mezhdunarodnyy turnir 3h3 Sirius Cup 2025 v Sochi. Pryamaya translyatsiya,Mezhdunarodnyy turnir 3h3 Sirius Cup 2025 v Sochi. Pryamaya translyatsiya,mir-basketbola
15 Jun,10:55AM,Basketball,Mezhdunarodnyy turnir 3h3 Sirius Cup 2025 v Sochi. Pryamaya translyatsiya,Mezhdunarodnyy turnir 3h3 Sirius Cup 2025 v Sochi. Pryamaya translyatsiya,mir-basketbola
15 Jun,2:50PM,Basketball,Tovarishteskiy match. Zhenshtiny. Rossiya (U-20) - Belarusy. Pryamaya translyatsiya,Tovarishteskiy match. Zhenshtiny. Rossiya (U-20) - Belarusy. Pryamaya translyatsiya,mir-basketbola
16 Jun,2:50PM,Basketball,Tovarishteskiy match. Zhenshtiny. Rossiya (U-20) - Belarusy. Pryamaya translyatsiya,Tovarishteskiy match. Zhenshtiny. Rossiya (U-20) - Belarusy. Pryamaya translyatsiya,mir-basketbola
13 Jun,6:00PM,Baseball,Chicago Cubs - Pittsburgh Pirates,MLB,mlb-network
13 Jun,10:45PM,Baseball,Washington Nationals - Miami Marlins,MLB,mlb-network
13 Jun,11:00PM,Baseball,MLB Baseball,Regional Coverage,mlb-network
13 Jun,11:10PM,Baseball,Boston Red Sox - New York Yankees,MLB,mlb-network
14 Jun,2:00AM,Baseball,MLB Baseball,Regional Coverage,mlb-network
14 Jun,2:10AM,Baseball,Los Angeles Dodgers - San Francisco Giants,MLB,mlb-network
14 Jun,5:00PM,Baseball,Washington Nationals - Miami Marlins,MLB,mlb-network
14 Jun,11:15PM,Baseball,Boston Red Sox - New York Yankees,MLB,mlb-network
14 Jun,11:30PM,Baseball,Athletes Unlimited Softball League,Coverage of softball action from the American professional league,mlb-network
15 Jun,2:00AM,Baseball,Los Angeles Dodgers - San Francisco Giants,MLB,mlb-network
15 Jun,5:30PM,Baseball,MLB Baseball,Regional Coverage,mlb-network
15 Jun,8:10PM,Baseball,Seattle Mariners - Cleveland Guardians,MLB,mlb-network
15 Jun,8:30PM,Baseball,MLB Baseball,Regional Coverage,mlb-network
16 Jun,11:00PM,Baseball,MLB Baseball,Regional Coverage,mlb-network
16 Jun,11:05PM,Baseball,New York Yankees - Los Angeles Angels,MLB,mlb-network
17 Jun,2:00AM,Baseball,MLB Baseball,Regional Coverage,mlb-network
17 Jun,2:10AM,Baseball,Los Angeles Dodgers - San Diego Padres,MLB,mlb-network
17 Jun,4:00PM,Baseball,2025 MLB Scouting Combine  New Live,2025 MLB Scouting Combine  New Live,mlb-network
17 Jun,11:00PM,Baseball,MLB Baseball,Regional Coverage,mlb-network
17 Jun,11:15PM,Baseball,Atlanta Braves - New York Mets,MLB,mlb-network
13 Jun,6:20PM,Baseball,Chicago Cubs - Pittsburgh Pirates,MLB,mlb-tv
13 Jun,10:45PM,Baseball,Washington Nationals - Miami Marlins,MLB,mlb-tv
13 Jun,10:45PM,Baseball,Philadelphia Phillies - Toronto Blue Jays,MLB,mlb-tv
13 Jun,11:05PM,Baseball,Baltimore Orioles - Los Angeles Angels,MLB,mlb-tv
13 Jun,11:10PM,Baseball,Detroit Tigers - Cincinnati Reds,MLB,mlb-tv
13 Jun,11:10PM,Baseball,Boston Red Sox - New York Yankees,MLB,mlb-tv
13 Jun,11:10PM,Baseball,New York Mets - Tampa Bay Rays,MLB,mlb-tv
13 Jun,11:15PM,Baseball,Atlanta Braves - Colorado Rockies,MLB,mlb-tv
14 Jun,12:05AM,Baseball,Texas Rangers - Chicago White Sox,MLB,mlb-tv
14 Jun,12:10AM,Baseball,Kansas City Royals - Oakland Athletics,MLB,mlb-tv
14 Jun,12:10AM,Baseball,Houston Astros - Minnesota Twins,MLB,mlb-tv
14 Jun,12:10AM,Baseball,Milwaukee Brewers - St. Louis Cardinals,MLB,mlb-tv
14 Jun,1:40AM,Baseball,Arizona Diamondbacks - San Diego Padres,MLB,mlb-tv
14 Jun,2:10AM,Baseball,Seattle Mariners - Cleveland Guardians,MLB,mlb-tv
14 Jun,2:10AM,Baseball,Los Angeles Dodgers - San Francisco Giants,MLB,mlb-tv
14 Jun,5:05PM,Baseball,Washington Nationals - Miami Marlins,MLB,mlb-tv
14 Jun,5:10PM,Baseball,Detroit Tigers - Cincinnati Reds,MLB,mlb-tv
14 Jun,6:20PM,Baseball,Chicago Cubs - Pittsburgh Pirates,MLB,mlb-tv
14 Jun,8:05PM,Baseball,Texas Rangers - Chicago White Sox,MLB,mlb-tv
14 Jun,8:05PM,Baseball,Baltimore Orioles - Los Angeles Angels,MLB,mlb-tv
13 Jun,3:30PM,Squash, Guinart/Iglesias - Barrera/Caparrós,Premier Padel. Italia (T2025),vamos
13 Jun,5:30PM,Squash, Jofre/Arroyo - Chingotto/Galán,Premier Padel. Italia (T2025),vamos
13 Jun,10:00PM,Golf, World Feed. Jornada 2. Parte 2,U.S. Open Championship (T2025),vamos
14 Jun,1:00PM,Squash, Semifinal femenina 1,Premier Padel. Italia (T2025),vamos
14 Jun,3:00PM,Squash, Semifinal masculina 1,Premier Padel. Italia (T2025),vamos
14 Jun,7:15PM,Basketball,Tenerife - Valencia,ACB,vamos
14 Jun,9:15PM,Golf, World Feed. Jornada 3. Parte 2,U.S. Open Championship (T2025),vamos
15 Jun,12:00AM,Ice Hockey,Edmonton Oilers - Florida Panthers,NHL,vamos
15 Jun,12:00PM,Tennis, Final,Torneo de Stuttgart (T2025),vamos
15 Jun,5:00PM,Football, Brasil - Paraguay,Clasificatorios Mundial 2026 Conmebol,vamos
15 Jun,9:00PM,Golf, World Feed. Jornada 4. Parte 2,U.S. Open Championship (T2025),vamos
16 Jun,12:00AM,Motorsport, Gran Prix of Illinois,Indycar (T2025),vamos
16 Jun,9:30AM,Tennis, TBC,Torneo de Halle (T2025),vamos
16 Jun,7:15PM,Basketball, Semifinales Evento 4,Liga Endesa (T24/25),vamos
17 Jun,11:00AM,Tennis, TBC,Torneo de Londres (T2025),vamos
17 Jun,2:00PM,Tennis, TBC,Torneo de Halle (T2025),vamos
13 Jun,7:00AM,Rugby Union,Crusaders - Blues,Super Rugby,movistar-deportes
13 Jun,7:15PM,Basketball,Real Madrid - Unicaja,ACB,movistar-deportes
14 Jun,12:30AM,Basketball,Indiana Pacers - Oklahoma City Thunder,NBA,movistar-deportes
14 Jun,7:00AM,Rugby Union,Chiefs - Brumbies,Super Rugby,movistar-deportes
14 Jun,1:50PM,Rugby Union,Bath - Leicester Tigers,Aviva Premiership Rugby,movistar-deportes
14 Jun,7:15PM,Basketball,Tenerife - Valencia,ACB,movistar-deportes
15 Jun,12:00AM,Ice Hockey,Edmonton Oilers - Florida Panthers,NHL,movistar-deportes
15 Jun,3:00PM,Basketball,Unicaja - Real Madrid,ACB,movistar-deportes
16 Jun,9:30AM,Tennis, TBC,Torneo de Halle (T2025),movistar-deportes
16 Jun,11:30AM,Tennis, TBC,Torneo de Halle (T2025),movistar-deportes
16 Jun,1:30PM,Tennis, TBC,Torneo de Halle (T2025),movistar-deportes
16 Jun,7:15PM,Basketball, Semifinales Evento 4,Liga Endesa (T24/25),movistar-deportes
17 Jun,12:30AM,Basketball,Oklahoma City Thunder - Indiana Pacers,NBA,movistar-deportes
17 Jun,9:35AM,Tennis, TBC,Torneo de Halle (T2025),movistar-deportes
17 Jun,11:30AM,Tennis, TBC,Torneo de Halle (T2025),movistar-deportes
17 Jun,1:30PM,Tennis, TBC,Torneo de Halle (T2025),movistar-deportes
18 Jun,9:35AM,Tennis, TBC,Torneo de Halle (T2025),movistar-deportes
18 Jun,11:30AM,Tennis, TBC,Torneo de Halle (T2025),movistar-deportes
18 Jun,1:30PM,Tennis, TBC,Torneo de Halle (T2025),movistar-deportes
13 Jun,7:00PM,Rugby Union,Aviron Bayonnais - Clermont,Top 14,movistar-deportes-2
14 Jun,10:00AM,Tennis, Semifinal 1,Torneo de Stuttgart (T2025),movistar-deportes-2
14 Jun,12:00PM,Tennis, Semifinal 2,Torneo de Stuttgart (T2025),movistar-deportes-2
14 Jun,7:00PM,Rugby Union,Toulon - Castres Olympique,Top 14,movistar-deportes-2
15 Jun,12:00PM,Tennis, Final,Torneo de Stuttgart (T2025),movistar-deportes-2
15 Jun,4:00PM,Athletics, Estocolmo,Diamond League (T2025),movistar-deportes-2
16 Jun,11:05AM,Tennis, TBC,Torneo de Londres (T2025),movistar-deportes-2
16 Jun,1:00PM,Tennis, TBC,Torneo de Londres (T2025),movistar-deportes-2
16 Jun,3:00PM,Tennis, TBC,Torneo de Londres (T2025),movistar-deportes-2
16 Jun,5:00PM,Tennis, TBC,Torneo de Londres (T2025),movistar-deportes-2
17 Jun,11:05AM,Tennis, TBC,Torneo de Londres (T2025),movistar-deportes-2
17 Jun,1:00PM,Tennis, TBC,Torneo de Londres (T2025),movistar-deportes-2
17 Jun,3:00PM,Tennis, TBC,Torneo de Londres (T2025),movistar-deportes-2
17 Jun,5:00PM,Tennis, TBC,Torneo de Londres (T2025),movistar-deportes-2
18 Jun,11:05AM,Tennis, TBC,Torneo de Londres (T2025),movistar-deportes-2
18 Jun,1:00PM,Tennis, TBC,Torneo de Londres (T2025),movistar-deportes-2
18 Jun,3:00PM,Tennis, TBC,Torneo de Londres (T2025),movistar-deportes-2
18 Jun,5:00PM,Tennis, TBC,Torneo de Londres (T2025),movistar-deportes-2
19 Jun,11:05AM,Tennis, TBC,Torneo de Londres (T2025),movistar-deportes-2
19 Jun,1:00PM,Tennis, TBC,Torneo de Londres (T2025),movistar-deportes-2
14 Jun,12:30AM,Basketball,Indiana Pacers - Oklahoma City Thunder,NBA,nba-league-pass
17 Jun,12:30AM,Basketball,Oklahoma City Thunder - Indiana Pacers,NBA,nba-league-pass
17 Jun,11:00PM,Basketball,Indiana Fever W - Connecticut Sun W,WNBA,us-nba-tv
18 Jun,2:00AM,Basketball,Los Angeles Sparks W - Seattle Storm W,WNBA,us-nba-tv
16 Jun,11:00PM,Basketball,WNBA Game - Connecticut Sun x Indiana Fever,WNBA Game - Connecticut Sun x Indiana Fever,nba-tv-pt
17 Jun,3:00AM,Basketball,NBA - Live - The Finals 2025,NBA - Live - The Finals 2025,nba-tv-pt
