date,time,sport,teams,comp,channel
15 Jun,3:00AM,Basketball,Bay Hawks - Taranaki Mountainairs,NBL,sky-sport-4
15 Jun,5:30AM,Basketball,Southland Sharks - Franklin Bulls,NBL,sky-sport-4
15 Jun,6:30AM,Basketball,Southland Sharks - Franklin Bulls,NBL,sky-sport-4
15 Jun,8:55AM,Motorsport,World Superbikes: Superpole Race,"LIVE Coverage of the World Superbike Championship, Round 6, Superpole Race. From Misano World Circuit Marco Simoncelli, Santa Monica-Cella, Italy.",sky-sport-4
15 Jun,10:30AM,Motorsport,World Superbikes: WorldSSP R2,"LIVE Coverage of the World Superbike Championship, Round 6, WorldSSP R2. From Misano World Circuit Marco Simoncelli, Santa Monica-Cella, Italy.",sky-sport-4
15 Jun,11:50AM,Motorsport,World Superbikes: Race 2,"LIVE coverage of the World Superbike Championship, Round 6, Race 2. From Misano World Circuit Marco Simoncelli, Santa Monica-Cella, Italy.",sky-sport-4
15 Jun,1:10PM,Motorsport,World Superbikes: WorldSSP300 R2,"LIVE coverage of the World Superbike Championship, Round 6, WorldSSP300 R2. From Misano World Circuit Marco Simoncelli, Santa Monica-Cella, Italy.",sky-sport-4
15 Jun,2:30PM,Motorsport,F1 Academy: Montreal Race 2,"LIVE coverage of the F1 Academy Montreal Race 2, from Circuit Gilles-Villeneuve, Montreal, Canada.",sky-sport-4
15 Jun,7:00PM,Motorsport,INDYCAR: Bommarito 500 Grand Prix,"LIVE coverage of the INDYCAR series, Bommarito Automotive Group 500. From World Wide Technology Raceway, Madison Illinois.",sky-sport-4
20 Jun,8:30PM,Motorsport,INDYCAR: Xpel Grand Prix: P 1,"LIVE coverage of the INDYCAR series, Xpel Grand Prix, Practice 1. From Road America, Elkhart Lake, Wisconsin.",sky-sport-4
20 Jun,10:30PM,Motorsport,Supercars: Darwin Triple Crown,LIVE coverage of the Supercars Darwin Triple Crown.,sky-sport-4
21 Jun,7:00PM,Golf,PGA Champions Tour: R3,"LIVE coverage of Round 3 of the PGA Champions Tour: Kaulig Companies Championship from the Firestone Country Club (South Course) in Akron, Ohio.",sky-sport-4
22 Jun,2:00AM,Basketball,Auckland Tuatara - Southland Sharks,NBL,sky-sport-4
22 Jun,3:00AM,Basketball,Auckland Tuatara - Southland Sharks,NBL,sky-sport-4
14 Jun,8:55AM,Motorsport,World Superbikes: Superpole,"LIVE Coverage of the World Superbike Championship, Round 6, Superpole. From Misano World Circuit Marco Simoncelli, Santa Monica-Cella, Italy.",sky-sport-5-nz
14 Jun,10:30AM,Motorsport,World Superbikes: WorldSSP R1,"LIVE Coverage of the World Superbike Championship, Round 6, WorldSSP R1. From Misano World Circuit Marco Simoncelli, Santa Monica-Cella, Italy.",sky-sport-5-nz
14 Jun,11:50AM,Motorsport,World Superbikes: Race 1,"LIVE Coverage of the World Superbike Championship, Round 6, Race 1. From Misano World Circuit Marco Simoncelli, Santa Monica-Cella, Italy.",sky-sport-5-nz
14 Jun,1:10PM,Motorsport,World Superbikes: WorldSSP300 R1,"LIVE Coverage of the World Superbike Championship, Round 6, WorldSSP300 R1. From Misano World Circuit Marco Simoncelli, Santa Monica-Cella, Italy.",sky-sport-5-nz
14 Jun,2:30PM,Golf,U.S. Open: Feature Groups R3,"LIVE: U.S. Open Championship Feature Groups Round 3 held at Oakmont Country Club in Oakmont, Pennsylvania.",sky-sport-5-nz
15 Jun,5:15AM,Aussie rules,Port Adelaide Power - Melbourne Demons,AFL,sky-sport-5-nz
15 Jun,8:05AM,Aussie rules,West Coast Eagles - Carlton Blues,AFL,sky-sport-5-nz
15 Jun,2:00PM,Golf,U.S. Open: Feature Groups R4,"LIVE: U.S. Open Championship Feature Groups Round 4 held at Oakmont Country Club in Oakmont, Pennsylvania.",sky-sport-5-nz
21 Jun,1:00AM,Golf,PGA Champions Tour: R2,"LIVE coverage of Round 2 of the PGA Champions Tour: Kaulig Companies Championship from the Firestone Country Club (South Course) in Akron, Ohio.",sky-sport-5-nz
21 Jun,5:00AM,Netball,NNL: WBoP v Marvels Rd7,"LIVE: National Netball League: Round 7, Tune in for all the on-court action as WBoP takes on Marvels at Globox Arena, Hamilton.",sky-sport-5-nz
21 Jun,6:30PM,Motorsport,INDYCAR: Xpel Grand Prix: Qual,"LIVE coverage of the INDYCAR series, Xpel Grand Prix, Qualifying. From Road America, Elkhart Lake, Wisconsin.",sky-sport-5-nz
22 Jun,4:00PM,Motorsport,INDYCAR: Xpel Grand Prix: Warm up,"LIVE coverage of the INDYCAR series, Xpel Grand Prix, Warm up. From Road America, Elkhart Lake, Wisconsin.",sky-sport-5-nz
22 Jun,7:00PM,Golf,PGA Champions Tour: R4,"LIVE coverage of Round 4 of the PGA Champions Tour: Kaulig Companies Championship from the Firestone Country Club (South Course) in Akron, Ohio.",sky-sport-5-nz
14 Jun,9:30AM,Aussie rules,North Melbourne Kangaroos - Fremantle Dockers,AFL,sky-sport-6-nz
14 Jun,2:00PM,Golf,U.S. Open: 2nd Feature Groups R3,"LIVE: U.S. Open Championship 2nd Feature Groups Round 3 held at Oakmont Country Club in Oakmont, Pennsylvania.",sky-sport-6-nz
15 Jun,8:30AM,Sailing / Boating,Rowing World Cup Varese D2,"LIVE coverage from Day 2 of the FISA Rowing World Cup in Varese, Italy.",sky-sport-6-nz
15 Jun,2:00PM,Golf,U.S. Open: 2nd Feature Groups R4,"LIVE: U.S. Open Championship 2nd Feature Groups Round 4 held at Oakmont Country Club in Oakmont, Pennsylvania.",sky-sport-6-nz
21 Jun,12:55AM,Motorsport,FIA Formula E: Rd12 P2,"LIVE coverage of the FIA Formula E Championship, Round 12, Practice 2. From The Jakarta International e-Prix Circuit, Ancol, Jakarta.",sky-sport-6-nz
21 Jun,6:30AM,Basketball,Rapid League: Saints v Whai,"LIVE coverage from match 113 of the 2025 Rapid League between the Wellington Saints and Tauranga Whai at TSB Arena, Wellington.",sky-sport-6-nz
21 Jun,7:30AM,Basketball,Sal's NBL: Saints v Whai,"LIVE coverage from match 113 of the Sal's National Basketball League between the Wellington Saints and Tauranga Whai at TSB Arena, Wellington.",sky-sport-6-nz
22 Jun,1:00AM,Rugby Union,MLR: Western Final,LIVE coverage from the Major League Rugby Western Conference final.,sky-sport-6-nz
22 Jun,5:15AM,Aussie rules,Western Bulldogs - Richmond Tigers,AFL,sky-sport-6-nz
14 Jun,1:00PM,Sailing / Boating,Canoe Slalom World Cup,LIVE Canoe Slalom World Cup,sky-sport-7-nz
15 Jun,3:00AM,Motorsport,Australian Superbikes: Rd4,"LIVE Coverage of the Australian Superbike Championship, Round 4. From Morgan Park Raceway, Queensland.",sky-sport-7-nz
21 Jun,3:00AM,Motorsport,FIA Formula E: Rd12 Qualifying,"LIVE coverage of the FIA Formula E Championship, Round 12, Qualifying. From The Jakarta International e-Prix Circuit, Ancol, Jakarta.",sky-sport-7-nz
21 Jun,7:00AM,Motorsport,FIA Formula E: Rd12,"LIVE coverage of the FIA Formula E Championship, Round 12. From The Jakarta International e-Prix Circuit, Ancol, Jakarta.",sky-sport-7-nz
22 Jun,3:00AM,Motorsport,Australian Promx: Rd5,"LIVE coverage of the Australian ProMX, Round 5. From Morgan Park Raceway, Warwick, Queensland.",sky-sport-7-nz
15 Jun,1:15PM,Sailing / Boating,Canoe Slalom World Cup,LIVE Canoe Slalom World Cup,sky-sport-9-nz
14 Jun,9:00AM,Combat sports,Budapest 1a giornata | 90 min,Budapest 1a Giornata - World Championship,sky-sport-collection
14 Jun,11:15AM,Triathlon,Triathlon Bardolino 2025 | 90 min,Triathlon Bardolino,sky-sport-collection
14 Jun,12:45PM,Squash,Italia | 135 min,"Semifinali Sess. Serale - Premier Padel e' il nuovo tour mondiale della Federazione Internazionale Padel con 10 tappe fra marzo e novembre, suddivise in eventi 1000, Grand Slam e World Championship.",sky-sport-collection
14 Jun,4:00PM,Combat sports,Budapest 2a giornata | 90 min,Budapest 2a Giornata - World Championship,sky-sport-collection
14 Jun,5:30PM,Triathlon,Triathlon Bardolino 2025 | 90 min,Triathlon Bardolino 2025 14/06/2025 - Triathlon Bardolino,sky-sport-collection
17 Jun,9:00AM,Rugby Union,Crusaders - Blues | 120 min,Semifinale 1 - Super Rugby 2025,sky-sport-collection
18 Jun,8:00PM,Baseball,Seattle Mariners - Boston Red Sox,MLB,sky-sport-collection
14 Jun,10:00AM,Tennis,Felix Auger-Aliassime - Taylor Harry Fritz,ATP Stuttgart,sky-sport-arena
14 Jun,12:00PM,Tennis,Alexander Zverev - Ben Shelton,ATP Stuttgart,sky-sport-arena
14 Jun,4:00PM,Rugby Union,Leinster - Bulls,United Rugby Championship,sky-sport-arena
15 Jun,6:30PM,Handball,Finale | 105 min,Finale - Champions League Maschile,sky-sport-arena
17 Jun,1:30PM,Fencing,Scherma Campionati Europei Assolut | 120 min,... Assoluti. Genova 4a G. Prove A Squadre Finali 3^ Posto - Campionati Europei Assoluti,sky-sport-arena
17 Jun,3:30PM,Fencing,Scherma Campionati Europei Assolut | 150 min,... Assoluti. Genova 4a G. Prove A Squadre Finali 1^/2^ Posto - Campionati Europei Assoluti,sky-sport-arena
18 Jun,1:30PM,Fencing,Scherma Campionati Europei Assolut | 120 min,... Assoluti. Genova 5ga Prove A Squadre Finali 3^ Posto - Campionati Europei Assoluti,sky-sport-arena
16 Jun,9:30AM,Tennis,"Live ATP 500: Terra Wortmann Open in Halle, 1. Tag",Tennis,sky-sport-austria
20 Jun,9:30AM,Tennis,"Live ATP 500: Terra Wortmann Open in Halle, 5. Tag",Tennis,sky-sport-austria
14 Jun,9:00AM,9:00AM,Budapest 1a Giornata - World Championship,Budapest 1a Giornata - World Championship,sky-sport-football
14 Jun,11:15AM,11:15AM,Triathlon Bardolino,Triathlon Bardolino,sky-sport-football
14 Jun,12:45PM,12:45PM,"Semifinali Sess. Serale - Premier Padel e' il nuovo tour mondiale della Federazione Internazionale Padel con 10 tappe fra marzo e novembre, suddivise in eventi 1000, Grand Slam e World Championship.","Semifinali Sess. Serale - Premier Padel e' il nuovo tour mondiale della Federazione Internazionale Padel con 10 tappe fra marzo e novembre, suddivise in eventi 1000, Grand Slam e World Championship.",sky-sport-football
14 Jun,4:00PM,4:00PM,Budapest 2a Giornata - World Championship,Budapest 2a Giornata - World Championship,sky-sport-football
14 Jun,5:30PM,5:30PM,Triathlon Bardolino 2025 14/06/2025 - Triathlon Bardolino,Triathlon Bardolino 2025 14/06/2025 - Triathlon Bardolino,sky-sport-football
14 Jun,7:30PM,Rugby Union,Chiefs - Brumbies | 120 min,Semifinale 2 - Super Rugby,sky-sport-football
14 Jun,9:30PM,9:30PM,Budapest 2a Giornata - World Championship,Budapest 2a Giornata - World Championship,sky-sport-football
15 Jun,12:00AM,Volleyball,Milano - Conegliano | 120 min,"CEV Champions League Femminile, Finale 1^/2^ Posto - All'Ulker Arena di Istanbul la Champions League femminile gioca la Final Four 2025, in semifinale c'e' il derby Conegliano-Milano. Tc Locatelli-Piccinini",sky-sport-football
15 Jun,6:30AM,Rugby Union,Finale | 120 min,Finale - United Rugby Championship,sky-sport-football
15 Jun,9:30AM,Athletics,Oslo | 120 min,Oslo - I migliori protagonisti internazionali dell'atletica leggera si sfidano per il trofeo del Diamante.,sky-sport-football
15 Jun,4:00PM,Athletics,Stoccolma | 120 min,Stoccolma - I migliori protagonisti internazionali dell'atletica leggera si sfidano per il trofeo del Diamante.,sky-sport-football
15 Jun,8:00PM,8:00PM,Triathlon Bardolino 2025,Triathlon Bardolino 2025,sky-sport-football
15 Jun,9:30PM,Athletics,Stoccolma | 120 min,Stoccolma - I migliori protagonisti internazionali dell'atletica leggera si sfidano per il trofeo del Diamante.,sky-sport-football
16 Jun,12:00AM,Volleyball,Conegliano - Scandicci | 120 min,"CEV Champions League, Finale 1^/2^ Posto - Conegliano - Scandicci",sky-sport-football
16 Jun,9:00AM,Athletics,Stoccolma | 120 min,Stoccolma - I migliori protagonisti internazionali dell'atletica leggera si sfidano per il trofeo del Diamante.,sky-sport-football
16 Jun,11:00AM,11:00AM,Budapest 3a Giornata - World Championship,Budapest 3a Giornata - World Championship,sky-sport-football
16 Jun,1:00PM,Rugby Union,Finale | 120 min,Finale - United Rugby Championship,sky-sport-football
16 Jun,4:00PM,4:00PM,Budapest 4a Giornata - World Championship,Budapest 4a Giornata - World Championship,sky-sport-football
16 Jun,8:45PM,8:45PM,Genova 3a g. Prove Individuali - Campionati Europei Assoluti,Genova 3a g. Prove Individuali - Campionati Europei Assoluti,sky-sport-football
17 Jun,9:00AM,Rugby Union,Crusaders - Blues | 120 min,Semifinale 1 - Super Rugby 2025,sky-sport-football
17 Jun,12:00AM,Basketball,Oklahoma City Thunder - Indiana Pacers,NBA,sky-sport-nba
14 Jun,1:00PM,Cycling,UCI BMX Racing World Cup: Round 1,"LIVE coverage of Round 1 from UCI BMX Racing World Cup 2025. Includes all races of Men Elite, Women Elite, Women U23 and Men U23 from Sarrians, France.",nz-sky-sport-select
14 Jun,4:15PM,Triathlon,T100 Triathlon: Vancouver,"LIVE coverage of the T100 Triathlon World Tour 2025, Vancouver.",nz-sky-sport-select
15 Jun,1:15PM,Cycling,Val - dArc - Plateau du Mont - Cenis,Mountain | 133 km | 3300 m,nz-sky-sport-select
15 Jun,5:00PM,Darts,World Cup Of Darts: D4 Eve session,"LIVE: World Cup of Darts 2025, Day 4 Evening session: The tournament sees 40 nations in action, each represented by two players. See the best players battle it out for the World Cup title at the Eissporthalle in Frankfurt, Germany.",nz-sky-sport-select
21 Jun,6:00AM,Aussie rules,Port Adelaide Power - Sydney Swans,AFL,nz-sky-sport-select
21 Jun,9:30AM,Aussie rules,Collingwood Magpies - St Kilda Saints,AFL,nz-sky-sport-select
21 Jun,5:00PM,Rugby Union,MLR: Eastern Final,LIVE coverage from the Major League Rugby Eastern Conference Final.,nz-sky-sport-select
14 Jun,10:00AM,Tennis,Felix Auger-Aliassime - Taylor Harry Fritz,ATP Stuttgart,sky-sport-top-event
14 Jun,12:00PM,Tennis,Alexander Zverev - Ben Shelton,ATP Stuttgart,sky-sport-top-event
14 Jun,2:00PM,Tennis,Reilly Opelka - Zizou Bergs,ATP Hertogenbosch,sky-sport-top-event
14 Jun,4:30PM,Motorsport,Live F1: 3. Freies Training - GP Kanada,Formel 1,sky-sport-top-event
14 Jun,6:00PM,Football,Germany U19 - Netherlands U19,Euro U19,sky-sport-top-event
14 Jun,7:00PM,Motorsport,Live F1 Academy: 2. Rennen - GP Kanada,Motorsport,sky-sport-top-event
14 Jun,7:30PM,Motorsport,Live F1: Qualifying - GP Kanada,Formel 1,sky-sport-top-event
14 Jun,9:30PM,Golf,"Live US Open: 3. Tag in Oakmont, PA (USA)",Golf,sky-sport-top-event
17 Jun,11:45PM,Ice Hockey,Florida Panthers - Edmonton Oilers,NHL,sky-sport-top-event
18 Jun,9:30AM,Tennis,"Live ATP & WTA: Konferenz ATP London & WTA Berlin, 3. Tag",Tennis,sky-sport-top-event
19 Jun,10:00PM,Golf,"Live Golf: KPMG Women's PGA Championship, 1. Tag (Late Session) in Frisco, TX (USA)",Golf,sky-sport-top-event
20 Jun,6:55AM,Motorsport,Live Moto3: 1. Freies Training - GP Italien,Motorsport,sky-sport-top-event
20 Jun,7:40AM,Motorsport,Live Moto2: 1. Freies Training - GP Italien,Motorsport,sky-sport-top-event
20 Jun,8:35AM,Motorsport,Live MotoGP: 1. Freies Training - GP Italien,Motorsport,sky-sport-top-event
20 Jun,9:45AM,Tennis,"Live ATP & WTA: Konferenz ATP London & WTA Berlin, 5. Tag",Tennis,sky-sport-top-event
20 Jun,11:10AM,Motorsport,Live Moto3: Training - GP Italien,Motorsport,sky-sport-top-event
20 Jun,11:55AM,Motorsport,Live Moto2: Training - GP Italien,Motorsport,sky-sport-top-event
20 Jun,12:50PM,Motorsport,Live MotoGP: Training - GP Italien,Motorsport,sky-sport-top-event
20 Jun,2:15PM,Tennis,"Live ATP & WTA: Konferenz ATP London & WTA Berlin, 5. Tag",Tennis,sky-sport-top-event
20 Jun,4:50PM,Football,Norway U19 - Germany U19,Euro U19,sky-sport-top-event
14 Jun,11:00AM,Darts,Malaysia - Czech Republic,PDC World Cup of Darts,sky-sports-action
14 Jun,5:00PM,Darts,Wales - Philippines,PDC World Cup of Darts,sky-sports-action
18 Jun,10:05AM,Rugby League,Queensland - New South Wales,State of Origin,sky-sports-action
19 Jun,7:00PM,Rugby League,Castleford Tigers - Hull KR,Super League Rugby,sky-sports-action
20 Jun,7:00PM,Rugby Union,British&Irish Lions - Argentina,Lions Tour,sky-sports-action
20 Jun,11:00PM,Rugby League,Super Rugby Pacific Final,Super Rugby Pacific Final,sky-sports-action
20 Jun,11:00PM,Rugby Union,Super Rugby Pacific Final,Super Rugby Pacific Final,sky-sports-action
14 Jun,9:30AM,Cricket,Australia - South Africa,Test Series,sky-sports-cricket
14 Jun,5:30PM,Cricket,Glamorgan - Sussex,NatWest T20 Blast,sky-sports-cricket
17 Jun,2:00PM,Cricket,Hampshire Women vs. Surrey Women,Vitality Blast Women,sky-sports-cricket
17 Jun,6:00PM,Cricket,Hampshire - Surrey,NatWest T20 Blast,sky-sports-cricket
18 Jun,5:30PM,Cricket,Kent - Gloucestershire,NatWest T20 Blast,sky-sports-cricket
19 Jun,1:30PM,Cricket,The Blaze Women vs. Lancashire Thunder Women,Vitality Blast Women,sky-sports-cricket
19 Jun,5:30PM,Cricket,Leicestershire - Nottinghamshire,NatWest T20 Blast,sky-sports-cricket
20 Jun,10:00AM,Cricket,England - India,Test Series,sky-sports-cricket
20 Jun,5:45PM,Cricket,Surrey - Middlesex,NatWest T20 Blast,sky-sports-cricket
21 Jun,10:00AM,Cricket,England - India,Test Series,sky-sports-cricket
22 Jun,10:00AM,Cricket,England - India,Test Series,sky-sports-cricket
23 Jun,10:00AM,Cricket,England - India,Test Series,sky-sports-cricket
14 Jun,9:30AM,Cricket,Australia - South Africa,Test Series,sky-sports-main-event
14 Jun,11:00AM,Darts,Malaysia - Czech Republic,PDC World Cup of Darts,sky-sports-main-event
14 Jun,4:00PM,Golf,U.S. Open - Oakmont Country Club,U.S. Open,sky-sports-main-event
16 Jun,9:00AM,Tennis,"Live Tennis: ATP 500 Halle, WTA 500 Berlin",ATP,sky-sports-main-event
17 Jun,9:00AM,Tennis,"Live Tennis: ATP 500 Halle, WTA 500 Berlin",ATP,sky-sports-main-event
17 Jun,6:00PM,Cricket,Hampshire - Surrey,NatWest T20 Blast,sky-sports-main-event
18 Jun,10:05AM,Rugby League,Queensland - New South Wales,State of Origin,sky-sports-main-event
18 Jun,5:30PM,Cricket,Kent - Gloucestershire,NatWest T20 Blast,sky-sports-main-event
19 Jun,9:00AM,Tennis,"Live Tennis: ATP 500 Halle, WTA 500 Berlin",ATP,sky-sports-main-event
19 Jun,7:00PM,Rugby League,Castleford Tigers - Hull KR,Super League Rugby,sky-sports-main-event
19 Jun,9:15PM,Golf,Travelers Championship - TPC River Highlands,DP World Tour,sky-sports-main-event
20 Jun,10:00AM,Cricket,England - India,Test Series,sky-sports-main-event
20 Jun,7:00PM,Rugby Union,British&Irish Lions - Argentina,Lions Tour,sky-sports-main-event
20 Jun,9:45PM,Golf,Travelers Championship - TPC River Highlands,DP World Tour,sky-sports-main-event
21 Jun,10:00AM,Cricket,England - India,Test Series,sky-sports-main-event
22 Jun,6:05AM,Rugby League,Sydney Roosters - NQ Cowboys,National Rugby League,sky-sports-main-event
22 Jun,10:00AM,Cricket,England - India,Test Series,sky-sports-main-event
23 Jun,10:00AM,Cricket,England - India,Test Series,sky-sports-main-event
14 Jun,3:00PM,Netball,London Mavericks W - Manchester W,Superleague,sky-sports-mix
14 Jun,7:00PM,Motorsport,The Bommarito Automotive Group 500 Qualifying Session,IndyCar Series Season,sky-sports-mix
14 Jun,9:30PM,Motorsport,The Bommarito Automotive Group 500 2nd Practice Session,IndyCar Series Season,sky-sports-mix
20 Jun,7:00AM,Golf,"R&A Mens Amateur Championship - Royal Cinque Ports in Deal, Kent",DP World Tour,sky-sports-mix
20 Jun,5:00PM,Netball,Netball Superleague Semi Final,Netball Superleague Semi Final,sky-sports-mix
20 Jun,7:00PM,Netball,Netball Superleague Semi Final,Netball Superleague Semi Final,sky-sports-mix
21 Jun,7:30AM,Golf,"R&A Mens Amateur Championship - Royal Cinque Ports in Deal, Kent",DP World Tour,sky-sports-mix
18 Jun,2:00AM,Basketball,Los Angeles Sparks W - Seattle Storm W,WNBA,spectrum-sports
18 Jun,2:00AM,Basketball,Los Angeles Sparks W - Seattle Storm W,WNBA,spectrum-sportsnet
14 Jun,1:00PM,Handball,Fuchse Berlin - Nantes,Champions League,cz-sport-1
14 Jun,4:00PM,Handball,Barcelona - SC Magdeburg,Champions League,cz-sport-1
15 Jun,1:00PM,Handball,Házená,"Liga mistrů EHF, muži, finále čtyř, premiéra, živě, HD",cz-sport-1
15 Jun,3:45PM,Handball,Házená,"Liga mistrů EHF, muži, finále čtyř, premiéra, živě, HD",cz-sport-1
19 Jun,10:30AM,Tennis,Tenis,"WTA 250, Nottingham, premiéra, živě, HD",cz-sport-1
19 Jun,12:30PM,Tennis,Tenis,"WTA 250, Nottingham, premiéra, živě, HD",cz-sport-1
19 Jun,2:30PM,Tennis,Tenis,"WTA 250, Nottingham, premiéra, živě, HD",cz-sport-1
20 Jun,10:00AM,Tennis,Tenis,"WTA 250, Nottingham, premiéra, živě, HD",cz-sport-1
20 Jun,12:00PM,Tennis,Tenis,"WTA 250, Nottingham, premiéra, živě, HD",cz-sport-1
20 Jun,2:00PM,Tennis,Tenis,"WTA 250, Nottingham, premiéra, živě, HD",cz-sport-1
20 Jun,4:00PM,Tennis,Tenis,"WTA 250, Nottingham, premiéra, živě, HD",cz-sport-1
14 Jun,12:45PM,Handball,Fuchse Berlin - Nantes,Champions League,hu-sport-1
14 Jun,3:30PM,Handball,Barcelona - SC Magdeburg,Champions League,hu-sport-1
15 Jun,11:45AM,Handball,"Bajnokok Ligája, férfiak, Final Four, 2. nap",Kézilabda,hu-sport-1
15 Jun,12:45PM,Handball,"BL, férfiak, Final Four, a 3. helyért",Kézilabda,hu-sport-1
15 Jun,3:15PM,Handball,"BL, férfiak, Final Four, döntő",Kézilabda,hu-sport-1
16 Jun,12:45PM,Cycling,Aarau - Schwarzsee,Flat | 177 km | 2400 m,hu-sport-1
17 Jun,12:30AM,Basketball,Oklahoma City Thunder - Indiana Pacers,NBA,hu-sport-1
17 Jun,12:45PM,Cycling,Aarau - Heiden,Flat | 195 km | 2800 m,hu-sport-1
18 Jun,12:45PM,Cycling,Heiden - Piuro,Hilly | 193 km | 2800 m,hu-sport-1
19 Jun,12:45PM,Cycling,La Punt - Santa Maria,Flat | 183 km | 2100 m,hu-sport-1
14 Jun,12:50PM,Handball,Fuchse Berlin - Nantes,Champions League,il-sport-1
14 Jun,3:50PM,Handball,Barcelona - SC Magdeburg,Champions League,il-sport-1
14 Jun,6:50PM,Football,Slovakia U21 - Italy U21,Euro U21,il-sport-1
14 Jun,1:00PM,Handball,Fuchse Berlin - Nantes,Champions League,lt-sport-1
14 Jun,4:00PM,Handball,Barcelona - SC Magdeburg,Champions League,lt-sport-1
17 Jun,6:30PM,Basketball,Paris - Monaco,LNB,lt-sport-1
18 Jun,6:00PM,Basketball,Finalas. Antrosios rungtynės. ratiopharm ulm/Würzburg Baskets - Bayern München,Vokietijos BBL krepšinio lyga,lt-sport-1
20 Jun,1:00PM,Tennis,ATP Challenger 125. Sasuolas.Italija. Pirmasis Pusfinalis,Tenisas,lt-sport-1
20 Jun,3:00PM,Tennis,ATP Challenger 125. Sasuolas.Italija. Antrasis Pusfinalis,Tenisas,lt-sport-1
20 Jun,6:30PM,Basketball,Monaco - Paris,LNB,lt-sport-1
14 Jun,9:00AM,Motorsport,"TCR, időmérő, Valencia",Autósport,hu-sport-2
14 Jun,11:00AM,Darts,Malaysia - Czech Republic,PDC World Cup of Darts,hu-sport-2
14 Jun,5:00PM,Darts,Wales - Philippines,PDC World Cup of Darts,hu-sport-2
15 Jun,8:15AM,Motorsport,"TCR, 2. futam, Valencia",Autósport,hu-sport-2
15 Jun,11:00AM,Darts,"4. nap, World Cup of Darts, Frankfurt",Darts - 1. rész,hu-sport-2
15 Jun,5:00PM,Darts,"4. nap, World Cup of Darts, Frankfurt",Darts - 2. rész,hu-sport-2
18 Jun,8:00PM,Baseball,Seattle Mariners - Boston Red Sox,MLB,hu-sport-2
19 Jun,4:30PM,Baseball,Cincinnati Reds - Minnesota Twins,MLB,hu-sport-2
14 Jun,12:30PM,Tennis,Tatjana Maria - Madison Keys,WTA London,il-sport-2
14 Jun,2:30PM,Tennis,Qinwen Zheng - Amanda Anisimova,WTA London,il-sport-2
14 Jun,6:25PM,Basketball,Virtus Bologna - Brescia,Lega A,il-sport-2
15 Jun,2:05AM,Football,Mexico - Dominican Republic,Gold Cup,il-sport-2
14 Jun,1:50PM,Football,England U19 - Norway U19,Euro U19,sport-3
14 Jun,7:10PM,Basketball,Tenerife - Valencia,ACB,sport-3
14 Jun,3:50PM,Football,Spain U21 - Romania U21,Euro U21,sport-4
15 Jun,9:50PM,Football,USA - Trinidad & Tobago,Gold Cup,sport-4
16 Jun,2:50AM,Football,Costa Rica - Suriname,Gold Cup,sport-4
14 Jun,10:25AM,Basketball," Vienna, Group Stage",World Basketball 3x3 Tour,sport-5
14 Jun,4:00PM,Combat sports, Finals,World Judo Championships,sport-5
14 Jun,11:00AM,Volleyball,Turkey - Poland,Nations League,cro-sportklub-1
14 Jun,1:00PM,Volleyball,Ukraine - Brazil,Nations League,cro-sportklub-1
14 Jun,4:30PM,Motorsport, Trening 3,F1 Canada,cro-sportklub-1
14 Jun,8:00PM,Motorsport, Kvalifikacije,F1 Canada,cro-sportklub-1
15 Jun,1:00AM,Athletics, Prvenstvo SAD - 2. DAN,Atletika,cro-sportklub-1
15 Jun,7:00AM,Volleyball,China - Turkey,Nations League,cro-sportklub-1
15 Jun,11:00AM,Volleyball,Poland - Serbia,Nations League,cro-sportklub-1
15 Jun,1:00PM,Volleyball,Brazil - Slovenia,Nations League,cro-sportklub-1
15 Jun,6:00PM,Motorsport, Utrka,F1 Canada,cro-sportklub-1
15 Jun,10:00PM,Volleyball,Bulgaria - Canada,Nations League,cro-sportklub-1
14 Jun,11:00AM,Volleyball,Turkey - Poland,Nations League,si-sportklub-1
14 Jun,1:00PM,Volleyball,Ukraine - Brazil,Nations League,si-sportklub-1
14 Jun,4:30PM,Volleyball,USA - Slovenia,Nations League,si-sportklub-1
14 Jun,8:00PM,Motorsport, kvalifikacije,Formula 1,si-sportklub-1
15 Jun,12:00AM,Volleyball,Bulgaria - Germany,Nations League,si-sportklub-1
15 Jun,3:30AM,Volleyball,Netherlands - Japan,Nations League,si-sportklub-1
15 Jun,7:00AM,Volleyball,China - Turkey,Nations League,si-sportklub-1
15 Jun,10:00AM,Tennis, Finale,Tenis,si-sportklub-1
15 Jun,1:00PM,Volleyball,Brazil - Slovenia,Nations League,si-sportklub-1
15 Jun,6:00PM,Motorsport, dirka,Formula 1,si-sportklub-1
15 Jun,10:00PM,Volleyball,Bulgaria - Canada,Nations League,si-sportklub-1
16 Jun,9:30AM,Tennis,Tenis - ATP 500 Halle,Tenis - ATP 500 Halle,si-sportklub-1
16 Jun,11:00AM,Tennis, ATP 500 Halle in ATP 500 Queen's,Tenis ATP,si-sportklub-1
5 Sep,6:45PM,Football,Slovenia - Sweden,World Cup Qualifiers - UEFA,si-sportklub-1
8 Sep,6:45PM,Football,Switzerland - Slovenia,World Cup Qualifiers - UEFA,si-sportklub-1
10 Oct,6:45PM,Football,Kosovo - Slovenia,World Cup Qualifiers - UEFA,si-sportklub-1
