STG,TSDB
Treaty United,Treaty United
Waterford,Waterford FC
Wexford,Wexford
Bohemians,Bohemians
Cork City,Cork City FC
Derry City,Derry City
Drogheda,Drogheda
Dundalk,Dundalk
Shamrock Rovers,Shamrock
Shelbourne,Shelbourne FC
Sligo Rovers,Sligo
St. Patricks,St Patricks
UC Dublin,UCD
Ballymena,Ballymena United
Carrick Rangers,Carrick Rangers
Cliftonville,Cliftonville
Coleraine,Coleraine
Crusaders,Crusaders
Dungannon,Dungannon Swifts
Glenavon,Glenavon
Glentoran,Glentoran
Larne,Larne
Linfield,Linfield
Loughgall,Loughgall
Newry City,Newry City AFC
Academica,Associação Académica de Coimbra
AD Fafe,Fafe
Amora,Amora
Anadia,Anadia
Atletico CP,Atlético CP
Braga B,Braga B
Caldas,Caldas
Canelas 2010,Canelas 2010
Covilha,Covilha
Dezembro,1 Dezembro
FC Alverca,Alverca
Felgueiras,Felgueiras
Lusitania FC,Lusitânia Lourosa
Oliveira Hospital,Oliveira do Hospital
Pero Pinheiro,Pêro Pinheiro
Sanjoanense,Sanjoanense
SC Vianense,Vianense
Sporting B,Sporting B
Trofense,Trofense
Varzim,Varzim
ABC,ABC Futebol Clube
Atletico GO,Atletico GO
Avai,Avai FC
Botafogo SP,Botafogo SP
Ceara,Ceara
Chapecoense-SC,Chapecoense AF
CRB,CRB
Criciuma,Criciuma
Guarani,Guarani
Ituano,Ituano
Juventude,Juventude
Londrina,Londrina EC
Mirassol,Mirassol
Novorizontino,Novorizontino
Ponte Preta,Ponte Preta
Sampaio Correa,Sampaio Correa
Sport Recife,Sport Club do Recife
Tombense,Tombense
Vila Nova FC,Vila Nova
Vitoria,Vitoria
AE Altos,Altos
Amazonas,Amazonas
America RN,America RN
Aparecidense,Aparecidense
Botafogo PB,Botafogo PB
Brusque,Brusque
Confianca,Confiança
CSA,CS Alagoano
EC Sao Jose,São José
Figueirense,Figueirense
Floresta EC,Floresta
Manaus,Manaus FC
Nautico,Nautico
Operario,Operario Ferroviario
Paysandu PA,Paysandu
Pouso Alegre,Pouso Alegre
Remo,Remo
Sao Bernardo,São Bernardo
Volta Redonda,Volta Redonda
Ypiranga FC,Ypiranga
Atletico F.C.,Atlético Cali
Barranquilla,Barranquilla FC
Bogota,Bogotá FC
Cartagena,Real Cartagena
Cortulua,Cortuluá
Cucuta,Cúcuta Deportivo
Fortaleza,Fortaleza CEIF
Leones,Leones FC
Llaneros,Llaneros
Orsomarso,Orsomarso
Patriotas,Patriotas Boyacá
Popayan,Boca Juniors de Cali
Quindio,Deportes Quindío
Real San Andres,Real San Andrés
Tigres,Tigres FC
Valledupar,Valledupar
Atl. Ottawa,Atlético Ottawa
Cavalry,Cavalry
Forge,Forge FC
HFX Wanderers,HFX Wanderers
Pacific FC,Pacific FC
Valour,Valour
Vancouver FC,Vancouver FC
York Utd,York9
Arema FC,Arema FC
Bali United,Bali United
Barito Putera,PS Barito Putera
Bhayangkara Utd,Bhayangkara FC
Cilegon United,RANS Nusantara
Madura United,Madura United
Martapura,Dewa United
Persebaya,Persebaya
Persib Bandung,Persib
Persija Jakarta,Persija
Persik Kediri,Persik Kediri
Persis Solo,Persis Solo
Persita,Persita
PS Tira,Persikabo 1973
PSIS Semarang,PSIS Semarang
PSM Makassar,PSM Makassar
PSS Sleman,PSS Sleman
Pusamania Borneo,Borneo FC
Beijing Guoan,Beijing Guoan
Cangzhou,Shijiazhuang Yongchang FC
Changchun Yatai,Changchun Yatai
Chengdu Qianbao,Chengdu Better City
Dalian Pro,Dalian Yifang
Henan Songshan Longmen,Henan Jianye
Meizhou Hakka,Meizhou Hakka
Nantong Zhiyun,Nantong Zhiyun
Qingdao Jonoon,Qingdao Hainiu
Shandong Taishan,Shandong Luneng
Shanghai Port,Shanghai East Asia FC
Shanghai Shenhua,Shanghai Greenland Shenhua
Shenzhen,Shenzhen FC
Tianjin Jinmen Tiger,Tianjin Teda
Wuhan Three Towns,Wuhan Three Towns
Zhejiang Greentown,Hangzhou Greentown
Amazulu,Amazulu
Bloem Celtic,Real Kings
Cape Town City,Cape Town City
Cape Town Spurs,Cape Town Spurs
Chippa United,Chippa United
Golden Arrows,Golden Arrows
Kaizer Chiefs,Kaizer Chiefs
Mamelodi Sundowns,Mamelodi Sundowns
Orlando Pirates,Orlando Pirates
Polokwane,Polokwane City
Richards Bay,Richards Bay
Sekhukhune,Sekhukhune United
Stellenbosch,Stellenbosch
Supersport,SuperSport United
Swallows,Moroka Swallows
TS Galaxy,TS Galaxy
Beltinci,Beltinci
Bilje,Bilje
Dravinja,Dravinja
Fuzinar,Fužinar
Grosuplje,Brinje-Grosuplje
Ilirija,Ilirija
Jadran Dekani,Dekani
Nafta,Nafta
ND Gorica,Gorica
NK Bistrica,Bistrica
NK Krka,Krka
Primorje,Primorje
Rudar,Rudar Velenje
Tabor Sezana,Tabor Sežana
Tolmin,Tolmin
Triglav,Triglav Kranj
Auda,Auda Kekava
BFC Daugavpils,BFC Daugavpils
FK Liepaja,FK Metalurgs
Jelgava,FS Jelgava
Metta/LU,METTA Latvijas Universitāte
Riga FC,Riga FC
Rigas,Rīgas Futbola Skola
Super Nova,SK Super Nova
Tukums 2000,Tukums 2000
Valmiera,Valmieras FK
Flora,FC Flora Tallin
Harju Jalgpallikooli,Laagri
Kalju,Nomme Kalju
Kuressaare,Kuressaare
Levadia,FC Levadia Tallinn
Narva,Trans Narva
Paide,Paide Linnameeskond
Parnu JK Vaprus,Pärnu JK Vaprus
Tallinna Kalev,Tallinna Kalev
Tammeka,Tartu JK Tammeka
Birmingham,Birmingham Legion
Charleston,Charleston Battery
Colorado Springs,Colorado Springs
Detroit,Detroit City FC
El Paso,El Paso Locomotive
FC Tulsa,Tulsa Roughnecks
Hartford,Hartford Athletic
Indy Eleven,Indy Eleven
Las Vegas Lights,Las Vegas Lights
Loudoun,Loudoun United
Louisville City,Louisville City
Memphis,Memphis 901
Miami FC,Miami FC
Monterey Bay,Monterey Bay FC
New Mexico,New Mexico United
Oakland Roots,Oakland Roots
Orange County SC,Orange County SC
Phoenix Rising,Phoenix Rising
Pittsburgh,Pittsburgh Riverhounds
Rio Grande,Rio Grande Valley
Sacramento Republic,Sacramento Republic
San Antonio,San Antonio
San Diego Loyal,San Diego Loyal
Tampa Bay,Tampa Bay Rowdies
Central Valley Fuego,Central Valley Fuego FC
Charlotte Independence,Charlotte Independence
Chattanooga,Chattanooga Red Wolves SC
Forward Madison,Forward Madison FC
Greenville,Greenville Triumph SC
Lexington,Lexington SC
North Carolina,North Carolina FC
Northern Colorado,Northern Colorado Hailstorm FC
One Knoxville,One Knoxville SC
Richmond Kickers,Richmond Kickers
South Georgia Tormenta,Tormenta FC
Union Omaha,Union Omaha
Asane,ASANE FOTBALL
Bryne,Bryne
Fredrikstad,Fredrikstad
Hodd,Hoedd
Jerv,JERV
KFUM Oslo,KFUM
Kongsvinger,Kongsvinger
Kristiansund,Kristiansund BK
Mjondalen,Mjoendalen
Moss,Moss
Ranheim,Ranheim
Raufoss,Raufoss
Sandnes,Sandnes
Skeid,Skeid
Sogndal,Sogndal
Start,Start
AC Oulu,AC Oulu
Haka,FC Haka
HJK,HJK Helsinki
Honka,Honka
Ilves,Ilves
Inter Turku,Inter Turku
KTP,KTP
KuPS,KuPS Kuopio
Lahti,FC Lahti
Mariehamn,Mariehamn
SJK,SJK Seinajoki
VPS,VPS
Aalborg,AaB
B.93,B.93
Fredericia,Fredericia
Helsingor,FC Helsingoer
Hillerod,Hillerød
Hobro,HOBRO
Horsens,AC Horsens
Koge,Køge
Kolding IF,Kolding IF
Naestved,Næstved BK
Sonderjyske,Sønderjyske
Vendsyssel FF,Vendsyssel FF
Academico Viseu,Academico Viseu
AVS,AVS Futebol SAD
Benfica B,Benfica B
FC Porto B,FC Porto B
Feirense,Feirense
Ferreira,F.C. Paços de Ferreira
Leiria,União de Leiria
Leixoes,Leixoes
Mafra,Mafra
Maritimo,Maritimo
Nacional,CD Nacional de Madeira
Oliveirense,Oliveirense
OS Belenense,Os Belenenses
Penafiel,Penafiel
Santa Clara,Santa Clara
Tondela,Tondela
Torreense,Torreense
Vilaverdense,Vilaverdense
Daegu,Daegu FC
Daejeon,Daejeon Hana Citizen
Gangwon,Gangwon FC
Gwangju FC,Gwangju FC
Incheon,Incheon United FC
Jeju Utd,Jeju United FC
Jeonbuk,Jeonbuk Hyundai Motors
Pohang,Pohang Steelers
Seoul,FC Seoul
Suwon Bluewings,Suwon Samsung Bluewings
Suwon City,Suwon FC
Ulsan Hyundai,Ulsan Hyundai FC
Albirex Niigata,Albirex Niigata
Avispa Fukuoka,Avispa Fukuoka
Cerezo Osaka,Cerezo Osaka
FC Tokyo,FC Tokyo
G-Osaka,Gamba Osaka
Hiroshima,Sanfrecce Hiroshima
Kashima,Kashima Antlers
Kashiwa,Kashiwa Reysol
Kawasaki Frontale,Kawasaki Frontale
Kobe,Vissel Kobe
Kyoto,Kyoto Sanga
Nagoya,Nagoya Grampus
Sagan Tosu,Sagan Tosu
Sapporo,Hokkaido Consadole Sapporo
Shonan,Shonan Bellmare
Urawa,Urawa Red Diamonds
Yokohama FC,Yokohama FC
Yokohama Marines,Yokohama F Marinos
Aksu,FK Aksu
Aktobe,Aktobe
Atyrau,Atyrau
FC Astana,FC Astana
Kairat Almaty,Kairat Almaty
Kaisar Kyzylorda,Kaisar Kyzylorda
Kaspij Aktau,Caspiy Aktau
Kyzylzhar,Kyzylzhar SK
Maqtaaral,FK Maktaaral
Okzhetpes,Okzhetpes
Ordabasy,Ordabasy Shymkent
Shakhtar Karagandy,Shakhter Karaganda
Tobol,FC Tobol
Zhetysu Taldykorgan,Jetysu Taldykorgan
Aldershot,Aldershot
Altrincham,Altrincham
Barnet,Barnet
Boreham Wood,Boreham Wood
Bromley,Bromley
Chesterfield,Chesterfield
Dagenham & Red.,Dagenham and Redbridge
Dorking,Dorking Wanderers
Eastleigh,Eastleigh
Ebbsfleet,Ebbsfleet United
Fylde,AFC Fylde
Gateshead,Gateshead FC
Halifax,Halifax
Hartlepool,Hartlepool
Kidderminster,Kidderminster Harriers
Maidenhead,Maidenhead United
Oldham,Oldham
Oxford City,Oxford City
Rochdale,Rochdale
Solihull,Solihull Moors
Southend,Southend
Wealdstone,Wealdstone
Woking,Woking
York,York
Anderlecht U23,Anderlecht II
Beerschot Wilrijk,Beerschot VA
Club Brugge KV U23,Club Brugge II
Deinze,KMSK Deinze
Dender,Dender
Francs Borains,Francs Borains
Genk U23,Genk II
Lierse K.,Lierse Kempenzonen
Lommel SK,Lommel SK
Oostende,KV Oostende
Patro Eisden,Patro Eisden
RFC Liege,RFC Liège
Seraing,RFC Seraing
St. Liege U23,Standard II
Waasland-Beveren,Waasland-Beveren
Waregem,Waregem
Adanaspor AS,Adanaspor
Altay,Altay
Bandirmaspor,Bandırmaspor
Bodrumspor,BB Bodrumspor
Boluspor,Boluspor
Corum,Yeni Çorumspor
Erzurum BB,Erzurumspor
Eyupspor,Eyüpspor
Genclerbirligi,Genclerbirligi
Giresunspor,Giresunspor
Goztepe,Goztepe
Keciorengucu,Keçiörengücü
Kocaelispor,Kocaelispor
Manisa,Manisa BBSK
Sakaryaspor,Sakaryaspor
Sanliurfaspor,Şanlıurfaspor
Tuzlaspor,Tuzlaspor
Umraniyespor,Ümraniyespor
Arminia Bielefeld,Bielefeld
Aue,Aue
Dortmund II,Dortmund II
Duisburg,Duisburg
Freiburg II,Freiburg II
Hallescher,Hallescher FC
Ingolstadt,Ingolstadt
Lubeck,Lübeck
Mannheim,Waldhof Mannheim
Munich 1860,Munich 1860
Preussen Munster,Preußen Münster
Regensburg,Jahn Regensburg
RW Essen,Rot-Weiss Essen
Saarbrucken,FC Saarbrücken
Sandhausen,Sandhausen
SG Dynamo Dresden,Dynamo Dresden
Ulm,SSV Ulm
Unterhaching,Unterhaching
Verl,SC Verl
Viktoria Koln,Viktoria Köln
Bersenbruck,Bersenbrück
Gutersloh,FC Gütersloh
Jena,Carl Zeiss Jena
Teutonia Ottensen,Teutonia Ottensen
Balingen,TSG Balingen
Delmenhorst,Atlas Delmenhorst
Oberneuland,Oberneuland
Schott Mainz,Schott Mainz
Oberachern,Oberachern
FSV Frankfurt,FSV Frankfurt
Walldorf,Astoria Walldorf
Lokomotive Leipzig,Lokomotive Leipzig
Illertissen,FV Illertissen
TuS Makkabi Berlin,Makkabi Berlin
TuS RW Koblenz,Rot-Weiß Koblenz
Rostocker FC,Rostocker FC
Energie Cottbus,Cottbus
FC 08 Homburg,FC Homburg
Alajuelense,Alajuelense
Cartagines,Cartaginés
Grecia,Grecia
Guanacasteca,Guanacasteca
Herediano,CS Herediano
Liberia,Municipal Liberia
Puntarenas FC,Puntarenas
San Carlos,AD San Carlos
Santos DG,Santos de Guápiles
Saprissa,Deportivo Saprissa
Sporting San Jose,Sporting San Jose
Zeledon,Pérez Zeledón
Achuapa,Achuapa
Antigua,Antigua GFC
Coatepeque,Coatepeque FC
Coban Imperial,Cobán Imperial
Comunicaciones,Comunicaciones
Deportivo M.,Mixco
Guastatoya,CD Guastatoya
Malacateco,Malacateco
Municipal,Municipal
Xelaju,Xelajú
Xinabajul,Xinabajul
Zacapa,Zacapa
Aberystwyth,Aberystwyth Town
Bala,Bala
Barry,Barry Town United
Caernarfon,Caernarfon Town FC
Cardiff Metropolitan,Cardiff Metropolitan University
Colwyn Bay,Colwyn Bay
Gap Connahs Quay,Connah's Quay Nomads
Haverfordwest,Haverfordwest County
Newtown,Newtown
Penybont,Pen-y-Bont
Pontypridd,Pontypridd Town
The New Saints FC,TNS
Breda,NAC Breda
Cambuur,SC Cambuur
Den Bosch,FC Den Bosch
Den Haag,ADO Den Haag
Dordrecht,FC Dordrecht
Eindhoven FC,FC Eindhoven
FC Emmen,FC Emmen
Graafschap,De Graafschap
Groningen,FC Groningen
Helmond,Helmond Sport
Jong Ajax,Jong Ajax
Jong AZ,Jong AZ
Jong PSV,Jong PSV
Jong Utrecht,Jong Utrecht
Maastricht,MVV Maastricht
Oss,TOP Oss
Roda,Roda JC
Telstar,SC Telstar
Venlo,VVV-Venlo
Willem II,Willem II
07 Vestur Sorvagur,07 Vestur
AB Argir,AB Argir
B36 Torshavn,B36 Torshavn
HB Torshavn,HB Torshavn
IF Fuglafjordur,IF Fuglafjordur
Klaksvik,KÍ Klaksvík
Streymur,EB Streymur
TB Tvoroyri,TB Tvøroyri
Toftir,B68 Toftir
Vikingur,Vikingur
Balti,Bălți
Dacia Buiucani,Dacia Buiucani
Floresti,Florești
Milsami,FC Milsami
Petrocub,Petrocub Hîncești
Sfantul Gheorghe,Sfântul Gheorghe Suruceni
Sheriff Tiraspol,Sheriff Tiraspol
Sparta Selemet,Spartanii Selemet
Zimbru Chisinau,Zimbru Chisinau
Bylis,KF Bylis
Egnatia Rrogozhine,Egnatia
Erzeni,Erzeni
Kastrioti,Kastrioti
KF Tirana,SK Tirana
Kukesi,Kukesi
Laci,Laci
Partizani,Partizani
Teuta,KS Teuta
Vllaznia,KF Vllaznia Shkodër
Arsenal Tivat,Arsenal Tivat
Buducnost,Buducnost Podgorica
Decic,Dečić
Jedinstvo,Jedinstvo
Jezero,Jezero
Mladost DG,Mladost Donja Gorica
Mornar Bar,Mornar
OFK Petrovac,OFK Petrovac
Rudar,Rudar Pljevlja
Sutjeska,Sutjeska
Akademija Pandev,Akademija Pandev
Bregalnica Stip,Bregalnica Štip
KF Gostivar,KF Gostivar
Makedonija GP,Makedonija GjP
Rabotnicki,Rabotnichki
Shkendija,Shkendija 79
Shkupi,Shkupi
Sileks,Sileks
Struga,Struga
Tikves,Tikveš
Vardar,Vardar
Voska Sport,Voska Sport
BATE,BATE Borisov
Belshina,FC Belshina Bobruisk
Brest,Dynamo Brest
Dinamo Minsk,Dinamo Minsk
Energetik-BGU,Energetik-BGU Minsk
FC Gomel,Gomel
FC Minsk,FC Minsk
Isloch Minsk,Isloch Minsk Raion
Naftan,Naftan Novopolotsk
Neman,Neman Grodno
Shakhtyor Soligorsk,Shakhter Soligorsk
Slavia Mozyr,Slavia Mozyr
Slutsk,FC Slutsk
Smorgon,FC Smorgon
Zhodino,Torpedo-BelAZ Zhodino
Chornomorets,Chornomorets
Dnipro-1,SC Dnipro-1
Dynamo Kiev,Dynamo Kiev
FK Zorya Luhansk,Zorya
Hirnyk Kryvyi Rih,Kryvbas Kryvyi Rih
Kolos Kovalyovka,FC Kolos Kovalivka
Lebedin,LNZ Cherkasy
Metalist 1925 Kharkiv,FC Metalist Kharkiv
Minaj,Mynai
Obolon,Obolon-Brovar
Oleksandriya,FC Olexandria
Rukh Vynnyky,Rukh Lviv
Shakhtar Donetsk,Shakhtar Donetsk
Veres Rivne,Veres Rivne
Vorskla Poltava,Vorskla
Zhytomyr,Polissya Zhytomyr
Borac Banja Luka,Borac Banja Luka
FK Sarajevo,FK Sarajevo
FK Zvijezda 09,Zvijezda 09
GOSK Gabela,GOŠK Gabela
Igman K.,Igman Konjic
Posusje,Posušje
Siroki Brijeg,Siroki Brijeg
Sloga Doboj,Sloga Doboj
Tuzla City,Tuzla City
Velez Mostar,Velez Mostar
Zeljeznicar,Zeljeznicar
Zrinjski,Zrinjski
Drenica,Drenica
Drita,Drita
Dukagjini,Dukagjini
Ferizaj,Ferizaj
Gjilani,Gjilani
KF Ballkani,Ballkani
KF Llapi,Llapi
Malisheva,Malisheva
Prishtina,FC Prishtina
Trepca 89,Trepça 89
Balzan,Balzan FC
Birkirkara,Birkirkara
Floriana,Floriana FC
Gudja,Gudja United
Gzira United,Gżira United
Hamrun,Ħamrun Spartans
Hibernians,Hibernians FC
Marsaxlokk,Marsaxlokk
Mosta FC,Mosta FC
Naxxar Lions,Naxxar Lions
Santa Lucia,Santa Lucia FC
Sirens,Sirens FC
Sliema,Sliema
Valletta,Valletta
Beitar Jerusalem,Beitar Jerusalem
Hapoel Beer Sheva,Hapoel Beer Sheva
Hapoel Hadera,Hapoel Hadera Eran
Hapoel Haifa,Hapoel Haifa
Hapoel Jerusalem,Hapoel Jerusalem
Hapoel Petah Tikva,Hapoel Petah Tikva
Hapoel Tel Aviv,Hapoel Tel-Aviv
Maccabi Bnei Raina,Maccabi Bnei Raina
Maccabi Haifa,Maccabi Haifa
Maccabi Petah Tikva,Maccabi Petach Tikva
Maccabi Tel Aviv,Maccabi Tel Aviv
Moadon Sport Ashdod,FC Ashdod
Netanya,Maccabi Netanya
Sakhnin,Bnei Sakhnin
Achnas,Ethnikos Achna
AEK Larnaca,AEK Larnaca
AEL Limassol,AEL Limassol
Anorthosis,Anorthosis Famagusta
APOEL,Apoel Nicosia
Apollon,Apollon Limassol
Aris,Aris Limassol
Doxa,Doxa Katokopias
Karmiotissa,Karmiotissa
Nea Salamis,Nea Salamis Famagusta
Omonia,Omonia Nicosia
Othellos Athienou,Othellos
Paphos,Pafos FC
Zakakiou,AEZ
College 1975 FC,College 1975
Europa FC,Europa FC
Europa Point,Europa Point
Glacis United,Glacis United
Lincoln Red Imps,Lincoln Red Imps
Lions Gibraltar,Lions Gibraltar
Lynx,Lynx
Magpies,Bruno-'s Magpies
Manchester 62,Manchester 62
Mons Calpe,Mons Calpe
St Josephs,St Josephs
Dila Gori,Dila Gori
Dinamo Batumi,Dinamo Batumi
Dinamo Tbilisi,Dinamo Tbilisi
Gagra,Gagra
Saburtalo Tbilisi,Saburtalo Tbilisi
Samgurali,Samgurali
Samtredia,Shukura
Shukura,FC Samtredia
Telavi,FC Telavi
Torpedo Kutaisi,Torpedo Kutaisi
Araz,Araz
Gabala,Gabala FK
Kapaz,Kapaz
Neftci Baku,Neftçi PFK
Qarabag,Qarabag FK
Sabah Baku,Sabah FC
Sabail,Sabail FK
SumQayit,Sumgayit FK
Turan,Turan Tovuz
Zira,Zira FK
Bangkok Glass,BG Pathum United
Bangkok Utd,Bangkok United
Buriram,Buriram United
Chiangrai Utd,Chiangrai United
Chonburi,Chonburi FC
Khonkaen Utd.,Khon Kaen United
Lamphun Warrior,Lamphun Warrior
Muang Thong Utd,Muangthong United
Nakhon Pathom,Nakhon Pathom United
Police Tero,Police Tero
Port MTI FC,Port FC
Prachuap,Prachuap
Ratchaburi,Ratchaburi
Sukhothai,Sukhothai FC
Trat FC,Trat FC
Uthai Thani,Uthai Thani
Albirex Niigata,Albirex Niigata S
Balestier Khalsa,Balestier Khalsa
DPMM,DPMM FC
Geylang,Geylang International
Hougang,Hougang United
Lion City,Home United
Tampines,Tampines Rovers
Tanjong Pagar,Tanjong Pagar United
Young Lions,Young Lions
Admira,FC Trenkwalder Admira
Amstetten,SKU Amstetten
Bregenz,Schwarz-Weiß Bregenz
Dornbirn,Dornbirn
First Vienna,First Vienna
Floridsdorfer AC,Floridsdorfer AC
Grazer,Grazer AK
Horn,SV Horn
Kapfenberg,SV Kapfenberg
Lafnitz,SV Lafnitz
Leoben,Leoben
Liefering,FC Liefering
Ried,SV Josko Ried
St. Polten,SKN St. Polten
Stripfing,Stripfing
Sturm Graz II,Sturm Graz II
Abha,Abha
Al Ahli SC,Al-Ahli Saudi FC
Al Akhdoud,Al Okhdood Club
Al Feiha,Al Feiha
Al Khaleej,Al Khaleej
Al Riyadh,Al Riyadh SC
Al Taee,Al-Tai
Al Wehda,Al-Wehda
Al-Ettifaq,Al-Ettifaq
Al-Fateh,Al Fateh FC
Al-Hazem,Al Hazm
Al-Hilal,Al Hilal
Al-Ittihad FC,Al Ittihad
Al-Nassr,Al Nassr FC
Al-Raed,Al-Raed
Al-Shabab,Al Shabab
Al-Taawon,Al-Taawon
Damac,Dhamk
Al Ahli Doha,Al-Ahli SC
Al Arabi,Al-Arabi
Al Markhiya,Al-Markhiya
Al Muaidar,Muaither SC
Al Rayyan,Al-Rayyan SC
Al Wakra,Al-Wakrah SC
Al-Duhail,Al-Duhail SC
Al-Gharafa,Al-Gharafa
Al-Sadd,Al-Sadd
Qatar SC,Qatar SC
Shamal,Al-Shamal
Umm-Salal,Umm-Salal SC
Ajman,Ajman
Al Ain,Al Ain
Al Bataeh,Al Bataeh
Al Jazira,Al Jazira
Al Nasr,Al Nasr
Al Sharjah,Al Sharjah
Al Wahda,Al Wahda
Al Wasl,Al Wasl
Bani Yas,Bani Yas
Emirates Club,Emirates Club
Hatta,Hatta
Ittihad Kalba,Ittihad Kalba
Khorfakkan,Khorfakkan
Shabab Al-Ahli Dubai,Shabab Al-Ahli Dubai
Dantong Hantong,Dantong Hantong
Dongguan Guanlian,Dongguan United
Guangxi Baoyun,Guangxi Pingguo Haliao
Guangzhou FC,Guangzhou Evergrande
Hebei Kungfu,Hebei KungFu
Heilongjiang Lava,Heilongjiang Lava Spring
Jiangxi Liansheng,Jiangxi Beidamen
Jinan Xingzhou,Jinan Xingzhou
Nanjing City,Nanjing City
Qingdao Youth Island,Qingdao Youth Island
Shanghai Jiading City Development,Shanghai Jiading Huilong
Shenyang Urban FC,Liaoning Shenyang Urban
Sichuan Jiuniu,Sichuan Jiuniu
Suzhou Dongwu,Suzhou Dongwu
Wuxi Wugou,Wuxi Wugou
Yanbian Longding,Yanbian Longding
CSKA Pomir Dushanbe,CSKA Pamir
Eskhata,Eskhata
Faizkand,Fayzkand
Istiqlol Dushanbe,Istiklol
Khatlon,Khatlon
Khosilot Parkhar,Khosilot Farkhor
Khujand,Khujand
Kuktosh,Kuktosh Rudaki
Ravshan,Ravshan
Regar-TadAZ,Regar-TadAZ
Altglienicke,VSG Altglienicke
Babelsberg,SV Babelsberg
Berliner AK 07,Berliner AK 07
BFC Dynamo,Berliner FC Dynamo
Chemie Leipzig,Chemie Leipzig
Chemnitzer,Chemnitzer FC
Eilenburg,FC Eilenburg
Erfurt,Rot-Weiß Erfurt
Greifswald,Greifswalder FC
Hansa Rostock II,Hansa Rostock II
Hertha Berlin II,Hertha II
Luckenwalde,Luckenwalde
Meuselwitz,ZFC Meuselwitz
Viktoria Berlin,Viktoria Berlin
Zwickau,Zwickau
Aalen,Aalen
Bahlinger,Bahlinger SC
Eintracht Frankfurt II,Ein Frankfurt II
Freiberg,SGV Freiberg
Hoffenheim II,Hoffenheim II
Kassel,Hessen Kassel
Kickers Offenbach,Kickers Offenbach
Lehnerz,Barockstadt Fulda-Lehnerz
Mainz II,Mainz II
Stutt. Kickers,Stuttgarter Kickers
Stuttgart II,Stuttgart II
TSV Steinbach,TSV Steinbach Haiger
TuS Koblenz,TuS Koblenz
Afghanistan,Afghanistan
Australia,Australia
Bahrain,Bahrain
Bangladesh,Bangladesh
Cambodia,Cambodia
China,China
Chinese Taipei,Chinese Taipei
Guam,Guam
Hong Kong,Hong Kong
India,India
Indonesia,Indonesia
Iran,Iran
Iraq,Iraq
Japan,Japan
Jordan,Jordan
Kuwait,Kuwait
Kyrgyzstan,Kyrgyzstan
Lebanon,Lebanon
Malaysia,Malaysia
Maldives,Maldives
Mongolia,Mongolia
Myanmar,Myanmar
Nepal,Nepal
Oman,Oman
Palestine,Palestine
Philippines,Philippines
Saudi Arabia,Saudi Arabia
Singapore,Singapore
South Korea,South Korea
Sri Lanka,Sri Lanka
Syria,Syria
Tajikistan,Tajikistan
Thailand,Thailand
Turkmenistan,Turkmenistan
United Arab Emirates,United Arab Emirates
Uzbekistan,Uzbekistan
Vietnam,Vietnam
Yemen,Yemen
Backa Topola,TSC Bačka Topola
Cukaricki,Cukaricki
FK Crvena zvezda,Crvena Zvezda
FK Vozdovac,Voždovac
IMT Novi Beograd,IMT Novi Beograd
Javor,Javor Ivanjica
Mladost,Mladost Lučani
Napredak,Napredak Kruševac
Novi Pazar,Novi Pazar
Partizan,Partizan Belgrade
Radnicki 1923,Radnički 1923
Radnicki Nis,Radnički Niš
Radnik,Radnik Surdulica
Spartak Subotica,Spartak Subotica
Vojvodina,Vojvodina
Zeleznicar Pancevo,Železničar Pančevo
Adelaide United,Adelaide United
Brisbane Roar,Brisbane Roar FC
Central Coast Mariners,Central Coast Mariners
Macarthur FC,Macarthur FC
Melbourne City,Melbourne City FC
Melbourne Victory,Melbourne Victory
Newcastle Jets,Newcastle Jets
Perth Glory,Perth Glory
Sydney FC,Sydney FC
Wellington Phoenix,Wellington Phoenix
WS Wanderers,Western Sydney Wanderers FC
Western United,Western United FC
Ahal,Ahal FK
Al Ain,Al Ain
Al Feiha,Al Feiha
Al-Hilal,Al Hilal
Al-Ittihad FC,Al Ittihad
Al-Nassr,Al Nassr FC
Al Sharjah,Al Sharjah
Al-Duhail,Al-Duhail SC
Al-Faisaly Amman,Al-Faisaly SC
Al Quwa Al Jawiya,Al-Quwa Al-Jawiya
Al-Sadd,Al-Sadd
Bangkok Utd,Bangkok United
Pathum United,BG Pathum United
Buriram,Buriram United
Hanoi FC,Ha Noi
Zhejiang Greentown,Hangzhou Greentown
Lion City,Home United
Incheon,Incheon United FC
Istiqlol Dushanbe,Istiklol
Jeonbuk,Jeonbuk Hyundai Motors
Johor DT,Johor Darul Tazim
Kawasaki Frontale,Kawasaki Frontale
Kaya,Kaya FC–Iloilo
Kitchee,Kitchee
Mumbai City,Mumbai City
Nasaf Qarshi,Nasaf
Nassaji Mazandaran,Nassaji Mazandaran
Navbahor Namangan,Navbahor
AGMK,Olmaliq
Pakhtakor,Pakhtakor
Persepolis,Persepolis
Pohang,Pohang Steelers
Sepahan,Sepahan
Shandong Taishan,Shandong Luneng
Ulsan Hyundai,Ulsan Hyundai FC
Urawa,Urawa Red Diamonds
Kofu,Ventforet Kofu
Wuhan Three Towns,Wuhan Three Towns
Yokohama Marines,Yokohama F Marinos
Al Ahly,Al Ahly SC
Al-Hilal Omdurman,Al-Hilal Omdurman
ASEC Mimosas,ASEC Mimosas
Petro Atletico,Atlético Petróleos
CR Belouizdad,CR Belouizdad
Esperance Tunis,Espérance de Tunis
